Date,Handicap,Series,Race,Div,Boat name,Elapsed time,ETsecs,RankAppld,TCFapplied,PHRF,IRC
21/02/2014,PNR,PNR,r2,B,White Cavalier,1:05:48,3948,4,0.55,0.65,
21/02/2014,PNR,PNR,r2,B,Slingshot,0:51:48,3108,14,0.747,,
21/02/2014,PNR,PNR,r2,B,Wellington Spirit Red,0:52:10,3130,17,0.751,,
21/02/2014,PNR,PNR,r2,B,Illusions,<dnc>,,,,,
21/02/2014,PNR,PNR,r3,A,C U,1:10:55,4255,1,0.801,0.79,
21/02/2014,PNR,PNR,r3,A,Black Diamond,1:11:51,4311,3,0.808,0.795,1.008
21/02/2014,PNR,PNR,r3,A,Magic Trick,1:05:38,3938,5,0.895,0.875,
21/02/2014,PNR,PNR,r3,A,Rocket Science,1:10:12,4212,2,0.82,0.82,
21/02/2014,PNR,PNR,r3,A,Revs,1:05:00,3900,4,0.901,0.89,1.234
21/02/2014,PNR,PNR,r3,A,Jive Talkin,1:08:59,4139,6,0.877,0.865,
21/02/2014,PNR,PNR,r3,A,Badonkadonk,<dnc>,,,,,
21/02/2014,PNR,PNR,r3,A,Drinks Trolley,<dnc>,,,,,
21/02/2014,PNR,PNR,r3,A,The Guarantee,<dnc>,,,,,
21/02/2014,PNR,PNR,r3,B,Bacchante,0:48:11,2891,1,0.725,0.705,
21/02/2014,PNR,PNR,r3,B,Testarossa,0:47:39,2859,3,0.773,0.765,
21/02/2014,PNR,PNR,r3,B,After Midnight,0:50:47,3047,2,0.723,0.72,
21/02/2014,PNR,PNR,r3,B,Airship,0:50:48,3048,10,0.748,0.74,
21/02/2014,PNR,PNR,r3,B,Haumuri,0:56:46,3406,7,0.666,0.665,
21/02/2014,PNR,PNR,r3,B,Saucy Sausage,1:01:00,3660,8,0.62,0.63,
21/02/2014,PNR,PNR,r3,B,Titus Canby,0:55:50,3350,11,0.687,0.69,
21/02/2014,PNR,PNR,r3,B,Whistler III,0:52:55,3175,15,0.75,0.73,0.95
21/02/2014,PNR,PNR,r3,B,Gucci,0:51:13,3073,13,0.759,0.755,0.963
21/02/2014,PNR,PNR,r3,B,Wiseguy,0:53:23,3203,5,0.694,0.725,
21/02/2014,PNR,PNR,r3,B,Blue Magic,0:52:28,3148,12,0.732,0.74,0.955
21/02/2014,PNR,PNR,r3,B,Wai-Aniwa,0:56:34,3394,9,0.671,0.69,
21/02/2014,PNR,PNR,r3,B,Incantare,0:55:24,3324,6,0.671,0.725,
21/02/2014,PNR,PNR,r3,B,Prime Mover,0:52:31,3151,14,0.751,0.765,0.964
21/02/2014,PNR,PNR,r3,B,Brix,0:58:18,3498,17,0.697,0.735,
21/02/2014,PNR,PNR,r3,B,White Cavalier,1:06:31,3991,4,0.554,0.65,
21/02/2014,PNR,PNR,r3,B,Illusions,<dnc>,,,,,
21/02/2014,PNR,PNR,r3,B,Slingshot,0:53:34,3214,16,0.742,,
21/02/2014,PNR,PNR,r3,B,Wellington Spirit Red,0:56:14,3374,18,0.746,,
21/02/2014,PNR,PNR,r4,A,Black Diamond,2:35:21,9321,2,0.81,0.795,1.008
21/02/2014,PNR,PNR,r4,A,Revs,2:19:53,8393,1,0.896,0.89,1.234
21/02/2014,PNR,PNR,r4,A,C U,2:37:45,9465,3,0.805,0.79,
21/02/2014,PNR,PNR,r4,A,Magic Trick,2:24:16,8656,4,0.889,0.875,
21/02/2014,PNR,PNR,r4,A,Jive Talkin,2:28:00,8880,5,0.868,0.865,
21/02/2014,PNR,PNR,r4,A,Badonkadonk,<dnc>,,,,,
21/02/2014,PNR,PNR,r4,A,Drinks Trolley,<dnc>,,,,,
21/02/2014,PNR,PNR,r4,A,The Guarantee,<dnc>,,,,,
21/02/2014,PNR,PNR,r4,A,Rocket Science,<dnf>,,,,,
21/02/2014,PNR,PNR,r4,B,Bacchante,1:56:34,6994,2,0.732,0.705,
21/02/2014,PNR,PNR,r4,B,Whistler III,1:59:19,7159,12,0.746,0.73,0.95
21/02/2014,PNR,PNR,r4,B,Gucci,1:55:24,6924,4,0.752,0.755,0.963
21/02/2014,PNR,PNR,r4,B,After Midnight,2:01:18,7278,10,0.726,0.72,
21/02/2014,PNR,PNR,r4,B,Haumuri,2:12:01,7921,9,0.666,0.665,
21/02/2014,PNR,PNR,r4,B,Titus Canby,2:08:00,7680,8,0.686,0.69,
21/02/2014,PNR,PNR,r4,B,Blue Magic,2:01:14,7274,11,0.73,0.74,0.955
21/02/2014,PNR,PNR,r4,B,Prime Mover,1:57:17,7037,7,0.748,0.765,0.964
21/02/2014,PNR,PNR,r4,B,Incantare,2:04:37,7477,1,0.677,0.725,
21/02/2014,PNR,PNR,r4,B,Wiseguy,2:04:38,7478,5,0.697,0.725,
21/02/2014,PNR,PNR,r4,B,Wai-Aniwa,2:11:10,7870,6,0.668,0.69,
21/02/2014,PNR,PNR,r4,B,Saucy Sausage,2:24:49,8689,14,0.621,0.63,
21/02/2014,PNR,PNR,r4,B,Airship,2:04:38,7478,16,0.746,0.74,
21/02/2014,PNR,PNR,r4,B,Testarossa,2:00:59,7259,17,0.776,0.765,
21/02/2014,PNR,PNR,r4,B,Brix,2:10:08,7808,13,0.691,0.735,
21/02/2014,PNR,PNR,r4,B,White Cavalier,2:33:40,9220,3,0.559,0.65,
21/02/2014,PNR,PNR,r4,B,Illusions,<dnc>,,,,,
21/02/2014,PNR,PNR,r4,B,Slingshot,2:05:48,7548,15,0.734,,
21/02/2014,PNR,PNR,r4,B,Wellington Spirit Red,2:07:53,7673,18,0.738,,
22/02/2014,PNR,PNR,r5,A,Revs,1:34:30,5670,1,0.892,0.89,1.234
22/02/2014,PNR,PNR,r5,A,C U,1:48:27,6507,3,0.805,0.79,
22/02/2014,PNR,PNR,r5,A,Jive Talkin,1:39:45,5985,2,0.858,0.865,
22/02/2014,PNR,PNR,r5,A,Black Diamond,1:48:47,6527,4,0.812,0.795,1.008
22/02/2014,PNR,PNR,r5,A,Badonkadonk,<dnc>,,,,,
22/02/2014,PNR,PNR,r5,A,Drinks Trolley,<dnc>,,,,,
22/02/2014,PNR,PNR,r5,A,Magic Trick,<dnc>,,,,,
22/02/2014,PNR,PNR,r5,A,Rocket Science,<dnc>,,,,,
22/02/2014,PNR,PNR,r5,A,The Guarantee,<dnc>,,,,,
22/02/2014,PNR,PNR,r5,B,Bacchante,1:51:31,6691,1,0.74,0.705,
22/02/2014,PNR,PNR,r5,B,Whistler III,1:52:40,6760,2,0.744,0.73,0.95
22/02/2014,PNR,PNR,r5,B,Illusions,2:14:20,8060,7,0.658,0.655,
22/02/2014,PNR,PNR,r5,B,Prime Mover,1:55:41,6941,6,0.748,0.765,0.964
22/02/2014,PNR,PNR,r5,B,Wai-Aniwa,2:08:34,7714,5,0.666,0.69,
22/02/2014,PNR,PNR,r5,B,Incantare,2:03:23,7403,3,0.685,0.725,
22/02/2014,PNR,PNR,r5,B,Testarossa,1:57:01,7021,10,0.771,0.765,
22/02/2014,PNR,PNR,r5,B,After Midnight,2:06:15,7575,12,0.726,0.72,
22/02/2014,PNR,PNR,r5,B,Blue Magic,2:03:14,7394,9,0.729,0.74,0.955
22/02/2014,PNR,PNR,r5,B,Saucy Sausage,2:25:34,8734,11,0.62,0.63,
22/02/2014,PNR,PNR,r5,B,Titus Canby,2:14:06,8046,13,0.686,0.69,
22/02/2014,PNR,PNR,r5,B,Gucci,2:06:50,7610,14,0.749,0.755,0.963
22/02/2014,PNR,PNR,r5,B,White Cavalier,2:30:10,9010,4,0.566,0.65,
22/02/2014,PNR,PNR,r5,B,Slingshot,2:03:46,7426,8,0.724,,
22/02/2014,PNR,PNR,r5,B,Airship,<dnc>,,,,,
22/02/2014,PNR,PNR,r5,B,Brix,<dnc>,,,,,
22/02/2014,PNR,PNR,r5,B,Haumuri,<dnf>,,,,,
22/02/2014,PNR,PNR,r5,B,Wellington Spirit Red,<dnc>,,,,,
22/02/2014,PNR,PNR,r5,B,Wiseguy,<dnc>,,,,,
23/02/2014,PNR,PNR,r6,A,Revs,0:46:27,2787,3,0.911,0.89,1.234
23/02/2014,PNR,PNR,r6,A,Black Diamond,0:52:46,3166,2,0.8,0.795,1.008
23/02/2014,PNR,PNR,r6,A,The Guarantee,0:49:47,2987,1,0.824,0.845,
23/02/2014,PNR,PNR,r6,A,C U,0:53:40,3220,4,0.8,0.79,
23/02/2014,PNR,PNR,r6,A,Magic Trick,0:48:28,2908,6,0.909,0.875,
23/02/2014,PNR,PNR,r6,A,Rocket Science,0:53:06,3186,5,0.813,0.82,
23/02/2014,PNR,PNR,r6,A,Jive Talkin,0:50:23,3023,8,0.89,0.865,
23/02/2014,PNR,PNR,r6,A,Drinks Trolley,0:52:11,3131,7,0.851,0.84,
23/02/2014,PNR,PNR,r6,A,Badonkadonk,0:52:16,3136,9,0.867,0.84,
23/02/2014,PNR,PNR,r6,B,Bacchante,0:47:49,2869,9,0.749,0.705,
23/02/2014,PNR,PNR,r6,B,Whistler III,0:47:13,2833,7,0.745,0.73,0.95
23/02/2014,PNR,PNR,r6,B,Illusions,0:53:02,3182,8,0.67,0.655,
23/02/2014,PNR,PNR,r6,B,Blue Magic,0:47:08,2828,1,0.725,0.74,0.955
23/02/2014,PNR,PNR,r6,B,Prime Mover,0:46:25,2785,8,0.752,0.765,0.964
23/02/2014,PNR,PNR,r6,B,Saucy Sausage,0:56:49,3409,5,0.616,0.63,
23/02/2014,PNR,PNR,r6,B,Airship,0:48:37,2917,10,0.74,0.74,
23/02/2014,PNR,PNR,r6,B,Testarossa,0:47:15,2835,11,0.766,0.765,
23/02/2014,PNR,PNR,r6,B,Incantare,0:50:41,3041,6,0.692,0.725,
23/02/2014,PNR,PNR,r6,B,After Midnight,0:51:17,3077,14,0.721,0.72,
23/02/2014,PNR,PNR,r6,B,Wai-Aniwa,0:54:21,3261,12,0.67,0.69,
23/02/2014,PNR,PNR,r6,B,Haumuri,0:56:43,3403,18,0.666,0.665,
23/02/2014,PNR,PNR,r6,B,Wiseguy,0:52:04,3124,13,0.7,0.725,
23/02/2014,PNR,PNR,r6,B,Titus Canby,0:55:21,3321,17,0.682,0.69,
23/02/2014,PNR,PNR,r6,B,Gucci,0:50:36,3036,16,0.744,0.755,0.963
23/02/2014,PNR,PNR,r6,B,White Cavalier,0:59:56,3596,2,0.571,0.65,
23/02/2014,PNR,PNR,r6,B,Brix,1:01:10,3670,19,0.684,0.735,
23/02/2014,PNR,PNR,r6,B,Slingshot,0:48:21,2901,3,0.719,,
23/02/2014,PNR,PNR,r6,B,Wellington Spirit Red,0:50:48,3048,15,0.728,,
23/02/2014,PNR,PNR,r7,A,Black Diamond,0:51:48,3108,3,0.8,0.795,1.008
23/02/2014,PNR,PNR,r7,A,Rocket Science,0:50:31,3031,1,0.813,0.82,
23/02/2014,PNR,PNR,r7,A,C U,0:53:06,3186,4,0.8,0.79,
23/02/2014,PNR,PNR,r7,A,The Guarantee,0:49:54,2994,2,0.824,0.845,
23/02/2014,PNR,PNR,r7,A,Drinks Trolley,0:51:16,3076,5,0.851,0.84,
23/02/2014,PNR,PNR,r7,A,Revs,0:48:24,2904,6,0.911,0.89,1.234
23/02/2014,PNR,PNR,r7,A,Magic Trick,0:49:47,2987,7,0.909,0.875,
23/02/2014,PNR,PNR,r7,A,Jive Talkin,0:51:23,3083,8,0.89,0.865,
23/02/2014,PNR,PNR,r7,A,Badonkadonk,0:53:20,3200,9,0.867,0.84,
23/02/2014,PNR,PNR,r7,B,Bacchante,0:43:00,2580,2,0.752,0.705,
23/02/2014,PNR,PNR,r7,B,Whistler III,0:44:32,2672,5,0.747,0.73,0.95
23/02/2014,PNR,PNR,r7,B,Illusions,0:49:44,2984,6,0.672,0.655,
23/02/2014,PNR,PNR,r7,B,Saucy Sausage,0:52:32,3152,3,0.617,0.63,
23/02/2014,PNR,PNR,r7,B,Testarossa,0:43:16,2596,4,0.766,0.765,
23/02/2014,PNR,PNR,r7,B,After Midnight,0:47:03,2823,9,0.719,0.72,
23/02/2014,PNR,PNR,r7,B,Airship,0:46:42,2802,15,0.742,0.74,
23/02/2014,PNR,PNR,r7,B,Haumuri,0:52:01,3121,16,0.667,0.665,
23/02/2014,PNR,PNR,r7,B,Titus Canby,0:50:22,3022,11,0.675,0.69,
23/02/2014,PNR,PNR,r7,B,Blue Magic,0:47:01,2821,13,0.728,0.74,0.955
23/02/2014,PNR,PNR,r7,B,Wai-Aniwa,0:50:33,3033,10,0.671,0.69,
23/02/2014,PNR,PNR,r7,B,Incantare,0:48:09,2889,8,0.697,0.725,
23/02/2014,PNR,PNR,r7,B,Gucci,0:46:20,2780,14,0.739,0.755,0.963
23/02/2014,PNR,PNR,r7,B,Wiseguy,0:50:01,3001,17,0.705,0.725,
23/02/2014,PNR,PNR,r7,B,Brix,0:50:06,3006,12,0.681,0.735,
23/02/2014,PNR,PNR,r7,B,White Cavalier,0:58:00,3480,7,0.577,0.65,
23/02/2014,PNR,PNR,r7,B,Slingshot,0:44:30,2670,1,0.721,,
23/02/2014,PNR,PNR,r7,B,Wellington Spirit Red,0:49:39,2979,18,0.725,,
23/02/2014,PNR,PNR,r7,B,Prime Mover,<dsq>,,,,,
23/02/2014,PNR,PNR,r8,A,Revs,2:12:19,7939,1,0.911,0.89,1.234
23/02/2014,PNR,PNR,r8,A,Black Diamond,2:37:29,9449,3,0.8,0.795,1.008
23/02/2014,PNR,PNR,r8,A,The Guarantee,2:29:16,8956,2,0.824,0.845,
23/02/2014,PNR,PNR,r8,A,Drinks Trolley,2:31:01,9061,4,0.851,0.84,
23/02/2014,PNR,PNR,r8,A,Jive Talkin,2:31:25,9085,5,0.89,0.865,
23/02/2014,PNR,PNR,r8,A,Badonkadonk,<dnc>,,,,,
23/02/2014,PNR,PNR,r8,A,C U,<dnc>,,,,,
23/02/2014,PNR,PNR,r8,A,Magic Trick,<dnc>,,,,,
23/02/2014,PNR,PNR,r8,A,Rocket Science,<dnc>,,,,,
23/02/2014,PNR,PNR,r8,B,Bacchante,2:28:21,8901,2,0.758,0.705,
23/02/2014,PNR,PNR,r8,B,Illusions,2:49:14,10154,7,0.673,0.655,
23/02/2014,PNR,PNR,r8,B,Airship,2:31:53,9113,1,0.738,0.74,
23/02/2014,PNR,PNR,r8,B,Haumuri,2:50:07,10207,3,0.663,0.665,
23/02/2014,PNR,PNR,r8,B,Whistler III,2:35:26,9326,14,0.754,0.73,0.95
23/02/2014,PNR,PNR,r8,B,After Midnight,2:40:08,9608,9,0.713,0.72,
23/02/2014,PNR,PNR,r8,B,Blue Magic,2:36:06,9366,4,0.727,0.74,0.955
23/02/2014,PNR,PNR,r8,B,Saucy Sausage,3:04:32,11072,10,0.619,0.63,
23/02/2014,PNR,PNR,r8,B,Titus Canby,2:49:12,10152,6,0.672,0.69,
23/02/2014,PNR,PNR,r8,B,Prime Mover,2:32:46,9166,16,0.753,0.765,0.964
23/02/2014,PNR,PNR,r8,B,Incantare,2:41:53,9713,5,0.702,0.725,
23/02/2014,PNR,PNR,r8,B,Wai-Aniwa,2:50:44,10244,11,0.671,0.69,
23/02/2014,PNR,PNR,r8,B,Testarossa,2:35:43,9343,16,0.763,0.765,
23/02/2014,PNR,PNR,r8,B,Wiseguy,2:44:40,9880,13,0.701,0.725,
23/02/2014,PNR,PNR,r8,B,Gucci,2:40:55,9655,15,0.736,0.755,0.963
23/02/2014,PNR,PNR,r8,B,Slingshot,2:36:54,9414,8,0.726,,
23/02/2014,PNR,PNR,r8,B,Wellington Spirit Red,2:47:44,10064,17,0.72,,
23/02/2014,PNR,PNR,r8,B,Brix,<dnc>,,,,,
23/02/2014,PNR,PNR,r8,B,White Cavalier,<dns>,,,,,
1/03/2014,Championship,Island Bay,r2,1,Rocket Science,3:02:50,10970,1,0.813,0.82,
1/03/2014,Championship,Island Bay,r2,1,Revs,2:55:32,10532,2,0.911,0.89,1.234
1/03/2014,Championship,Island Bay,r2,1,The Guarantee,3:20:29,12029,3,0.824,0.845,
1/03/2014,Championship,Island Bay,r2,1,Ran Tan II,2:50:01,10201,4,0.972,1.04,
1/03/2014,Championship,Island Bay,r2,2,After Midnight,3:33:41,12821,1,0.728,0.72,
1/03/2014,Championship,Island Bay,r2,2,Floating Free,3:39:37,13177,2,0.72,,
1/03/2014,Championship,Island Bay,r2,2,Wiseguy,3:50:07,13807,3,0.695,0.725,
1/03/2014,Championship,Island Bay,r2,2,Whistler III,3:33:56,12836,4,0.748,0.73,0.95
1/03/2014,Championship,Island Bay,r2,2,Airship,3:33:38,12818,5,0.753,0.74,
1/03/2014,Championship,Island Bay,r2,2,Eat My Shorts,3:37:54,13074,6,0.743,0.745,
1/03/2014,Championship,Island Bay,r2,2,Gucci,3:31:46,12706,7,0.773,0.755,0.963
1/03/2014,Championship,Island Bay,r2,2,Blue Magic,4:01:07,14467,8,0.731,0.74,0.955
1/03/2014,Championship,Island Bay,r2,2,Prime Mover,3:59:22,14362,9,0.747,0.765,0.964
1/03/2014,Championship,Island Bay,r2,3,Saucy Sausage,4:06:18,14778,1,0.616,0.63,
1/03/2014,Championship,Island Bay,r2,3,Marishka,4:08:07,14887,2,0.619,0.65,
1/03/2014,Championship,Island Bay,r2,3,Wai-Aniwa,3:47:38,13658,3,0.678,0.69,
1/03/2014,Championship,Island Bay,r2,3,Blurred Image,3:49:35,13775,4,0.681,,
1/03/2014,Championship,Island Bay,r2,3,Titus Canby,3:56:35,14195,5,0.684,0.69,
1/03/2014,Championship,Island Bay,r2,3,Charlie,4:47:21,17241,6,0.584,,
1/03/2014,Championship,Island Bay,r2,3,Rosschild,4:26:32,15992,7,0.64,0.68,
1/03/2014,Championship,Island Bay,r2,Open,St Laurence,2:51:15,10275,1,1.01,,
1/03/2014,Classics,Classics,r4,Combined,Lizzie,2:53:09,10389,1,0.4,,
1/03/2014,Classics,Classics,r4,Combined,Loloma,2:52:14,10334,2,0.49,,
1/03/2014,Classics,Classics,r4,Combined,Rona,3:43:16,13396,3,0.58,,
1/03/2014,Island Bay,Island Bay,r2,Combined,Wai-Aniwa,3:47:38,13658,1,0.659,0.69,
1/03/2014,Island Bay,Island Bay,r2,Combined,After Midnight,3:33:41,12821,2,0.703,0.72,
1/03/2014,Island Bay,Island Bay,r2,Combined,Rocket Science,3:02:50,10970,3,0.825,0.82,
1/03/2014,Island Bay,Island Bay,r2,Combined,Marishka,4:08:07,14887,4,0.614,0.65,
1/03/2014,Island Bay,Island Bay,r2,Combined,Whistler III,3:33:56,12836,5,0.714,0.73,0.95
1/03/2014,Island Bay,Island Bay,r2,Combined,Revs,2:55:32,10532,6,0.877,0.89,1.234
1/03/2014,Island Bay,Island Bay,r2,Combined,Saucy Sausage,4:06:18,14778,7,0.628,0.63,
1/03/2014,Island Bay,Island Bay,r2,Combined,Floating Free,3:39:37,13177,8,0.712,,
1/03/2014,Island Bay,Island Bay,r2,Combined,Airship,3:33:38,12818,9,0.733,0.74,
1/03/2014,Island Bay,Island Bay,r2,Combined,Blurred Image,3:49:35,13775,10,0.684,,
1/03/2014,Island Bay,Island Bay,r2,Combined,Gucci,3:31:46,12706,11,0.753,0.755,0.963
1/03/2014,Island Bay,Island Bay,r2,Combined,Eat My Shorts,3:37:54,13074,12,0.735,0.745,
1/03/2014,Island Bay,Island Bay,r2,Combined,Wiseguy,3:50:07,13807,13,0.7,0.725,
1/03/2014,Island Bay,Island Bay,r2,Combined,Titus Canby,3:56:35,14195,14,0.682,0.69,
1/03/2014,Island Bay,Island Bay,r2,Combined,Charlie,4:47:21,17241,15,0.574,,
1/03/2014,Island Bay,Island Bay,r2,Combined,Rosschild,4:26:32,15992,16,0.629,0.68,
1/03/2014,Island Bay,Island Bay,r2,Combined,The Guarantee,3:20:29,12029,17,0.846,0.845,
1/03/2014,Island Bay,Island Bay,r2,Combined,Ran Tan II,2:50:01,10201,18,1.039,1.04,
1/03/2014,Island Bay,Island Bay,r2,Combined,St Laurence,2:51:15,10275,19,1.043,,
1/03/2014,Island Bay,Island Bay,r2,Combined,Blue Magic,4:01:07,14467,20,0.745,0.74,0.955
1/03/2014,Island Bay,Island Bay,r2,Combined,Prime Mover,3:59:22,14362,21,0.754,0.765,0.964
7/03/2014,Rum,Rum,r9,Combined,Blurred Image,2:01:30,7290,1,0.687,,
7/03/2014,Rum,Rum,r9,Combined,Brix,2:02:29,7349,2,0.71,,
7/03/2014,Rum,Rum,r9,Combined,Gucci,2:03:29,7409,3,0.735,,
7/03/2014,Rum,Rum,r9,Combined,Illusions,<dnf>,,,,,
7/03/2014,Rum,Rum,r9,Combined,White Cavalier,<dnf>,,,,,
7/03/2014,Rum,Rum,r9,Combined,Wellington Spirit Bronze,<dsq>,,,,,
7/03/2014,Rum,Rum,r9,Combined,Montego Bay III,<no entry>,,,,,
8/03/2014,Fleet,At Home,r5,Combined,White Cavalier,2:23:41,8621,1,0.529,0.65,
8/03/2014,Fleet,At Home,r5,Combined,Wellington Spirit Red,1:44:53,6293,2,0.759,0.79,
8/03/2014,Fleet,At Home,r5,Combined,Magic Trick,1:30:52,5452,3,0.886,0.875,
8/03/2014,Fleet,At Home,r5,Combined,Wiseguy,1:55:54,6954,4,0.695,0.725,
8/03/2014,Fleet,At Home,r5,Combined,After Midnight,1:51:43,6703,5,0.726,0.72,
8/03/2014,Fleet,At Home,r5,Combined,Maranui,2:38:48,9528,6,0.551,,
8/03/2014,Fleet,At Home,r5,Combined,Rocket Science,<raf>,,,,,
8/03/2014,Fleet,At Home,r5,Combined,Montego Bay III,<no entry>,,,,,
8/03/2014,Offshore,Offshore,Bay of Many Coves,Combined,The Guarantee,15:03:33,54213,1,0.829,0.85,
8/03/2014,Offshore,Offshore,Bay of Many Coves,Combined,Gucci,<dnf>,,,,,
8/03/2014,Offshore,Offshore,Bay of Many Coves,Combined,Am Meer,<dnf>,,,,,
8/03/2014,Offshore,Offshore,Bay of Many Coves,Combined,Wai-Aniwa,<dnf>,,,,,
8/03/2014,Offshore,Offshore,Bay of Many Coves,Combined,Illusions,<dnf>,,,,,
12/03/2014,Fleet,Twilight 2,r1,Combined,White Cavalier,2:03:59,7439,1,0.534,0.65,
12/03/2014,Fleet,Twilight 2,r1,Combined,Wiseguy,1:38:26,5906,2,0.693,0.725,
12/03/2014,Fleet,Twilight 2,r1,Combined,Gucci,1:32:39,5559,3,0.745,0.755,0.963
12/03/2014,Fleet,Twilight 2,r1,Combined,Whistler III,1:34:15,5655,4,0.745,0.73,0.95
12/03/2014,Fleet,Twilight 2,r1,Combined,Brix,1:39:39,5979,5,0.707,0.735,
12/03/2014,Fleet,Twilight 2,r1,Combined,Airship,1:36:14,5774,6,0.735,0.74,
12/03/2014,Fleet,Twilight 2,r1,Combined,After Midnight,1:40:14,6014,7,0.723,0.72,
12/03/2014,Fleet,Twilight 2,r1,Combined,Black Diamond,1:31:34,5494,8,0.793,0.795,1.008
12/03/2014,Fleet,Twilight 2,r1,Combined,Structural Analysis,1:32:45,5565,9,0.784,,
12/03/2014,Fleet,Twilight 2,r1,Combined,Blue Magic,1:43:12,6192,10,0.741,0.74,0.955
12/03/2014,Fleet,Twilight 2,r1,Combined,Port Nic 1,<no entry>,,,,,
14/03/2014,Rum,Rum,r10,Combined,White Cavalier,1:20:06,4806,1,0.579,,
14/03/2014,Rum,Rum,r10,Combined,Black Diamond,1:01:52,3712,2,0.791,,
14/03/2014,Rum,Rum,r10,Combined,Wellington Spirit Purple,1:03:43,3823,3,0.768,,
14/03/2014,Rum,Rum,r10,Combined,Illusions,1:14:40,4480,4,0.682,,
14/03/2014,Rum,Rum,r10,Combined,Brix,1:15:15,4515,5,0.71,,
14/03/2014,Rum,Rum,r10,Combined,Gucci,1:12:52,4372,6,0.735,,
14/03/2014,Rum,Rum,r10,Combined,Rona,1:44:47,6287,7,0.584,,
14/03/2014,Rum,Rum,r10,Combined,Montego Bay III,<no entry>,,,,,
15/03/2014,Fleet,Special,Crews,Combined,Testarossa,1:42:09,6129,1,0.753,0.765,
15/03/2014,Fleet,Special,Crews,Combined,Wellington Spirit Red,1:42:33,6153,2,0.76,0.79,
15/03/2014,Fleet,Special,Crews,Combined,Whistler III,1:46:50,6410,3,0.743,0.73,0.95
15/03/2014,Fleet,Special,Crews,Combined,After Midnight,1:51:35,6695,4,0.716,0.72,
15/03/2014,Fleet,Special,Crews,Combined,Blue Magic,1:49:33,6573,5,0.736,0.74,0.955
15/03/2014,Fleet,Special,Crews,Combined,Prime Mover,1:47:36,6456,6,0.754,0.765,0.964
15/03/2014,Fleet,Special,Crews,Combined,Gucci,1:49:09,6549,7,0.746,0.755,0.963
15/03/2014,Fleet,Special,Crews,Combined,Illusions,2:05:55,7555,8,0.676,0.655,
15/03/2014,Fleet,Special,Crews,Combined,Marishka,2:18:21,8301,9,0.619,0.65,
15/03/2014,Fleet,Special,Crews,Combined,The Guarantee,1:42:15,6135,10,0.852,0.845,
19/03/2014,Fleet,Twilight 2,r2,Combined,White Cavalier,1:18:10,4690,1,0.54,0.65,
19/03/2014,Fleet,Twilight 2,r2,Combined,Gucci,0:59:04,3544,2,0.746,0.755,0.963
19/03/2014,Fleet,Twilight 2,r2,Combined,Eat My Shorts,0:59:40,3580,3,0.741,0.745,
19/03/2014,Fleet,Twilight 2,r2,Combined,Airship,1:00:42,3642,4,0.734,0.74,
19/03/2014,Fleet,Twilight 2,r2,Combined,Wiseguy,1:03:47,3827,5,0.699,0.725,
19/03/2014,Fleet,Twilight 2,r2,Combined,After Midnight,1:03:09,3789,6,0.716,0.72,
19/03/2014,Fleet,Twilight 2,r2,Combined,Whistler III,1:01:55,3715,7,0.743,0.73,0.95
19/03/2014,Fleet,Twilight 2,r2,Combined,Incantare,1:06:22,3982,8,0.699,0.725,
19/03/2014,Fleet,Twilight 2,r2,Combined,Structural Analysis,1:00:05,3605,9,0.774,,
19/03/2014,Fleet,Twilight 2,r2,Combined,Black Diamond,<ocs>,,,,,
19/03/2014,Fleet,Twilight 2,r2,Combined,Port Nic 2,<no entry>,,,,,
22/03/2014,Two-handed,Two-handed,r3,Combined,After Midnight,1:40:06,6006,1,0.713,0.72,
22/03/2014,Two-handed,Two-handed,r3,Combined,Whistler III,1:44:24,6264,2,0.727,0.73,
22/03/2014,Two-handed,Two-handed,r3,Combined,Eat My Shorts,1:44:33,6273,3,0.737,0.74,
22/03/2014,Two-handed,Two-handed,r3,Combined,Gucci,<dns>,,,,,
22/03/2014,Two-handed,Two-handed,r3,Combined,Rosschild,<dns>,,,,,
22/03/2014,Two-handed,Two-handed,r3,Combined,Saucy Sausage,<dns>,,,,,
22/03/2014,Two-handed,Two-handed,r3,Combined,Testarossa,<dns>,,,,,
22/03/2014,Two-handed,Two-handed,r3,Combined,Titus Canby,<dns>,,,,,
22/03/2014,Two-handed,Two-handed,r3,Combined,White Cavalier,<dns>,,,,,
22/03/2014,Championship,Autumn,r1,1,Rocket Science,2:38:56,9536,1,0.82,0.82,
22/03/2014,Championship,Autumn,r1,1,Drinks Trolley,2:41:08,9668,2,0.85,0.84,
22/03/2014,Championship,Autumn,r1,1,Structural Analysis,2:55:43,10543,3,0.781,,
22/03/2014,Championship,Autumn,r1,1,Wedgetail,2:25:43,8743,4,0.943,0.95,1.208
22/03/2014,Championship,Autumn,r1,1,The Guarantee,2:49:37,10177,5,0.813,0.845,
22/03/2014,Championship,Autumn,r1,1,Magic Trick,2:33:04,9184,6,0.91,0.875,
22/03/2014,Championship,Autumn,r1,1,Blink,2:27:30,8850,7,0.964,0.96,
22/03/2014,Championship,Autumn,r1,1,Revs,2:36:32,9392,8,0.909,0.89,1.234
22/03/2014,Championship,Autumn,r1,1,Ran Tan II,2:35:43,9343,9,0.967,1.04,
22/03/2014,Championship,Autumn,r1,2,Incantare,2:38:28,9508,1,0.661,0.725,
