Date,Handicap,Series,Race,Div,Boat name,Elapsed time,ETsecs,RankAppld,TCFapplied,PHRF,IRC
23/11/2013,Championship,Christmas,r3,1,Revs,1:42:36,6156,2,0.897,0.885,1.234
23/11/2013,Championship,Christmas,r3,1,Blink,1:37:50,5870,3,0.954,0.98,
23/11/2013,Championship,Christmas,r3,1,Nedax Racing,1:57:07,7027,4,0.824,0.84,
23/11/2013,Championship,Christmas,r3,1,Rocket Science,2:02:14,7334,5,0.801,0.82,
23/11/2013,Championship,Christmas,r3,1,The Guarantee,1:58:41,7121,6,0.828,0.845,
23/11/2013,Championship,Christmas,r3,1,Magic Trick,1:50:37,6637,7,0.889,0.875,
23/11/2013,Championship,Christmas,r3,1,Ran Tan II,1:41:55,6115,8,0.994,1.04,
23/11/2013,Championship,Christmas,r3,1,Wedgetail,1:48:25,6505,9,0.944,0.95,1.209
23/11/2013,Championship,Christmas,r3,2,Wiseguy,2:20:19,8419,1,0.707,,
23/11/2013,Championship,Christmas,r3,2,Brix,2:17:39,8259,2,0.725,,
23/11/2013,Championship,Christmas,r3,2,Airship,2:18:03,8283,3,0.751,0.735,
23/11/2013,Championship,Christmas,r3,2,Whistler III,2:28:35,8915,4,0.737,0.725,0.95
23/11/2013,Championship,Christmas,r3,2,Floating Free,2:38:29,9509,5,0.706,,
23/11/2013,Championship,Christmas,r3,2,After Midnight,2:34:18,9258,6,0.728,0.715,
23/11/2013,Championship,Christmas,r3,2,Incantare,2:47:50,10070,7,0.695,0.725,
23/11/2013,Championship,Christmas,r3,2,Prime Mover,2:37:56,9476,8,0.743,0.765,0.963
23/11/2013,Championship,Christmas,r3,2,Eat My Shorts,2:39:49,9589,9,0.739,0.745,
23/11/2013,Championship,Christmas,r3,2,Gucci,2:37:53,9473,10,0.761,0.755,0.963
23/11/2013,Championship,Christmas,r3,2,Wellington Spirit Bronze,2:46:49,10009,11,0.739,0.79,
23/11/2013,Championship,Christmas,r3,2,Blue Magic,2:48:18,10098,12,0.743,0.735,0.955
27/11/2013,Fleet,Twilight 1,r4,Combined,Whistler III,1:00:02,3602,1,0.735,0.725,0.95
27/11/2013,Fleet,Twilight 1,r4,Combined,Blue Magic,1:00:04,3604,2,0.739,0.735,0.955
27/11/2013,Fleet,Twilight 1,r4,Combined,Gucci,0:59:19,3559,3,0.749,0.755,0.963
27/11/2013,Fleet,Twilight 1,r4,Combined,After Midnight,1:01:44,3704,4,0.723,0.715,
27/11/2013,Fleet,Twilight 1,r4,Combined,Structural Analysis,0:57:39,3459,5,0.788,,
27/11/2013,Fleet,Twilight 1,r4,Combined,Eat My Shorts,1:01:27,3687,6,0.74,0.745,
27/11/2013,Fleet,Twilight 1,r4,Combined,Wellington Spirit Bronze,1:00:22,3622,7,0.76,0.79,
4/12/2013,Fleet,Twilight 1,r5,Combined,Whistler III,1:12:50,4370,1,0.74,0.725,0.95
4/12/2013,Fleet,Twilight 1,r5,Combined,After Midnight,1:14:32,4472,2,0.725,0.715,
4/12/2013,Fleet,Twilight 1,r5,Combined,Blue Magic,1:13:21,4401,3,0.741,0.735,0.955
4/12/2013,Fleet,Twilight 1,r5,Combined,Eat My Shorts,1:14:26,4466,4,0.736,0.745,
4/12/2013,Fleet,Twilight 1,r5,Combined,Wellington Spirit Bronze,1:12:51,4371,5,0.755,0.79,
4/12/2013,Fleet,Twilight 1,r5,Combined,Blurred Image,1:21:18,4878,6,0.685,,
4/12/2013,Fleet,Twilight 1,r5,Combined,Gucci,1:15:28,4528,7,0.749,0.755,0.963
4/12/2013,Fleet,Twilight 1,r5,Combined,Structural Analysis,1:12:12,4332,8,0.785,,
4/12/2013,Fleet,Twilight 1,r5,Combined,Saucy Sausage,1:33:17,5597,9,0.628,0.63,
4/12/2013,Fleet,Twilight 1,r5,Combined,Blink,1:03:09,3789,10,0.95,0.98,
13/12/2013,Rum,Rum,r4,Combined,Wai-Aniwa,1:24:27,5067,1,0.653,,
13/12/2013,Rum,Rum,r4,Combined,Wellington Spirit Bronze,1:14:18,4458,2,0.754,,
13/12/2013,Rum,Rum,r4,Combined,Eat My Shorts,1:16:07,4567,3,0.738,,
13/12/2013,Rum,Rum,r4,Combined,Gucci,1:17:09,4629,4,0.729,,
13/12/2013,Rum,Rum,r4,Combined,Structural Analysis,1:12:38,4358,5,0.791,,
14/12/2013,Offshore,Offshore,Cook Strait Classic,Combined,Wai-Aniwa,4:53:25,17605,1,0.675,0.69,
14/12/2013,Offshore,Offshore,Cook Strait Classic,Combined,Blink,3:28:37,12517,2,1.002,1.04,
14/12/2013,Offshore,Offshore,Cook Strait Classic,Combined,Prime Mover,4:35:00,16500,3,0.766,0.765,0.963
14/12/2013,Offshore,Offshore,Cook Strait Classic,Combined,Young Nicholson,4:30:00,16200,4,0.8,,
14/12/2013,Offshore,Offshore,Cook Strait Classic,Combined,Wedgetail,3:50:05,13805,5,0.94,0.96,1.209
14/12/2013,Offshore,Offshore,Cook Strait Classic,Combined,Revs,4:07:19,14839,6,0.884,0.9,1.234
14/12/2013,Offshore,Offshore,Cook Strait Classic,Combined,Vendetta,5:06:36,18396,7,0.715,,
14/12/2013,Offshore,Offshore,Cook Strait Classic,Combined,Khamsin,4:52:00,17520,8,0.756,,
14/12/2013,Offshore,Offshore,Cook Strait Classic,Combined,Blue Magic,5:00:15,18015,9,0.735,0.745,0.955
14/12/2013,Offshore,Offshore,Cook Strait Classic,Combined,The Guarantee,4:24:28,15868,10,0.839,0.85,
14/12/2013,Offshore,Offshore,Cook Strait Classic,Combined,Sirrah,5:02:00,18120,11,0.74,,
14/12/2013,Offshore,Offshore,Cook Strait Classic,Combined,Gucci,5:03:07,18187,12,0.751,0.755,0.963
14/12/2013,Offshore,Offshore,Cook Strait Classic,Combined,Midnight Express,4:54:20,17660,13,0.78,,
14/12/2013,Offshore,Offshore,Cook Strait Classic,Combined,Excel,5:21:07,19267,14,0.721,,
14/12/2013,Offshore,Offshore,Cook Strait Classic,Combined,Ran Tan II,3:38:50,13130,15,1.072,1.12,
14/12/2013,Offshore,Offshore,Cook Strait Classic,Combined,Flying Fox,5:07:00,18420,16,0.781,,
14/12/2013,Fleet,At Home,r2,Combined,Charlie,2:29:48,8988,1,0.571,,
14/12/2013,Fleet,At Home,r2,Combined,After Midnight,2:11:16,7876,2,0.729,0.715,
14/12/2013,Fleet,At Home,r2,Combined,Wellington Spirit Bronze,2:08:19,7699,3,0.752,0.79,
14/12/2013,Fleet,At Home,r2,Combined,Brix,2:20:45,8445,4,0.72,0.755,
17/01/2014,Offshore,Offshore,Nelson,Combined,Am Meer,23:28:13,84493,1,0.71,0.73,
17/01/2014,Offshore,Offshore,Nelson,Combined,Jet,22:51:32,82292,2,0.73,0.75,
17/01/2014,Offshore,Offshore,Nelson,Combined,Gucci,22:44:36,81876,3,0.748,0.755,0.963
17/01/2014,Offshore,Offshore,Nelson,Combined,Prime Mover,22:46:41,82001,4,0.771,0.765,0.963
17/01/2014,Offshore,Offshore,Nelson,Combined,Clear Vision,22:42:55,81775,5,0.79,0.82,
17/01/2014,Offshore,Offshore,Nelson,Combined,Nedax Racing,22:33:18,81198,6,0.834,0.86,
17/01/2014,Offshore,Offshore,Nelson,Combined,The Guarantee,22:33:41,81221,7,0.837,0.85,
17/01/2014,Offshore,Offshore,Nelson,Combined,Jive Talkin,22:13:21,80001,8,0.87,0.875,
17/01/2014,Offshore,Offshore,Nelson,Combined,Revs,<dnf>,,,,,
18/01/2014,Fleet,At Home,r3,Combined,Wiseguy,1:29:06,5346,1,0.696,0.73,
18/01/2014,Fleet,At Home,r3,Combined,Marishka,1:48:12,6492,2,0.62,0.65,
18/01/2014,Fleet,At Home,r3,Combined,Wellington Spirit Bronze,1:30:20,5420,3,0.748,0.79,
18/01/2014,Fleet,At Home,r3,Combined,Haumuri,1:46:38,6398,4,0.65,0.665,
18/01/2014,Fleet,At Home,r3,Combined,After Midnight,1:36:00,5760,5,0.732,0.715,
18/01/2014,Fleet,At Home,r3,Combined,Blue Magic,1:35:14,5714,6,0.744,0.735,
24/01/2014,Rum,Rum,r5,Combined,Rona,1:10:20,4220,1,0.58,,
24/01/2014,Rum,Rum,r5,Combined,White Cavalier,1:12:05,4325,2,0.581,,
24/01/2014,Rum,Rum,r5,Combined,Blue Magic,1:01:55,3715,3,0.722,,
24/01/2014,Rum,Rum,r5,Combined,Saucy Sausage,1:11:10,4270,4,0.632,,
24/01/2014,Rum,Rum,r5,Combined,Rosschild,1:10:04,4204,5,0.642,,
24/01/2014,Rum,Rum,r5,Combined,Wellington Spirit Bronze,1:02:24,3744,6,0.752,,
24/01/2014,Rum,Rum,r5,Combined,Vendetta,1:12:27,4347,7,0.709,,
24/01/2014,Rum,Rum,r5,Combined,Eat My Shorts,<dsq>,,,,,
25/01/2014,Fleet,At Home,r4,Combined,Haumuri,1:56:06,6966,1,0.646,0.665,
25/01/2014,Fleet,At Home,r4,Combined,Eat My Shorts,1:42:47,6167,2,0.738,0.745,
25/01/2014,Fleet,At Home,r4,Combined,Wellington Spirit Bronze,1:43:29,6209,3,0.747,0.79,
25/01/2014,Fleet,At Home,r4,Combined,Structural Analysis,1:40:10,6010,4,0.783,,
25/01/2014,Fleet,At Home,r4,Combined,Blue Magic,1:46:08,6368,5,0.742,0.735,0.955
25/01/2014,Fleet,At Home,r4,Combined,White Cavalier,2:29:27,8967,6,0.528,,
25/01/2014,Fleet,At Home,r4,Combined,After Midnight,1:49:07,6547,7,0.727,0.715,
25/01/2014,Fleet,At Home,r4,Combined,Wiseguy,1:57:28,7048,8,0.699,0.73,
25/01/2014,Fleet,At Home,r4,Combined,Whistler III,1:50:11,6611,9,0.747,0.725,0.95
25/01/2014,Fleet,At Home,r4,Combined,Rosschild,2:13:18,7998,10,0.631,0.68,
25/01/2014,Fleet,At Home,r4,Combined,Marishka,2:17:08,8228,11,0.621,0.65,
25/01/2014,Fleet,At Home,r4,Combined,Brix,2:03:32,7412,12,0.714,0.755,
25/01/2014,Fleet,At Home,r4,Combined,St Laurence,1:33:29,5609,13,1.053,,
25/01/2014,Two-handed,Two-handed,r2,Combined,Saucy Sausage,1:41:18,6078,1,0.63,0.64,
25/01/2014,Two-handed,Two-handed,r2,Combined,Eat My Shorts,1:27:25,5245,2,0.736,0.74,
25/01/2014,Two-handed,Two-handed,r2,Combined,Titus Canby,1:34:53,5693,3,0.685,0.68,
25/01/2014,Two-handed,Two-handed,r2,Combined,White Cavalier,1:53:18,6798,4,0.579,,
25/01/2014,Two-handed,Two-handed,r2,Combined,Testarossa,1:26:59,5219,5,0.765,0.765,
25/01/2014,Two-handed,Two-handed,r2,Combined,Whistler III,1:31:24,5484,6,0.728,0.73,0.95
25/01/2014,Two-handed,Two-handed,r2,Combined,After Midnight,1:42:18,6138,7,0.72,0.72,
31/01/2014,Rum,Rum,r6,Combined,Saucy Sausage,1:26:54,5214,1,0.632,,
31/01/2014,Rum,Rum,r6,Combined,Gucci,1:16:36,4596,2,0.725,,
31/01/2014,Rum,Rum,r6,Combined,Illusions,1:22:29,4949,3,0.678,,
31/01/2014,Rum,Rum,r6,Combined,Wellington Spirit Bronze,1:15:53,4553,4,0.744,,
31/01/2014,Rum,Rum,r6,Combined,Charlie,1:37:15,5835,5,0.589,,
31/01/2014,Rum,Rum,r6,Combined,Rona,1:39:25,5965,6,0.584,,
31/01/2014,Rum,Rum,r6,Combined,White Cavalier,1:40:52,6052,7,0.584,,
31/01/2014,Rum,Rum,r6,Combined,Eat My Shorts,1:20:19,4819,8,0.737,,
31/01/2014,Rum,Rum,r6,Combined,Rosschild,1:33:37,5617,9,0.645,,
31/01/2014,Rum,Rum,r6,Combined,Vendetta,1:39:20,5960,10,0.706,,
1/02/2014,Championship,New Year,r1,1,Magic Trick,0:29:04,1744,1,0.891,0.875,
1/02/2014,Championship,New Year,r1,1,Rocket Science,0:32:46,1966,2,0.802,0.82,
1/02/2014,Championship,New Year,r1,1,Drinks Trolley,0:31:48,1908,3,0.841,0.84,
1/02/2014,Championship,New Year,r1,1,Revs,0:30:08,1808,4,0.9,0.885,
1/02/2014,Championship,New Year,r1,1,Structural Analysis,0:35:43,2143,5,0.787,,
1/02/2014,Championship,New Year,r1,1,Ran Tan II,0:28:23,1703,6,0.992,1.04,
1/02/2014,Championship,New Year,r1,1,The Guarantee,0:34:01,2041,7,0.829,0.845,
1/02/2014,Championship,New Year,r1,2,Floating Free,0:36:00,2160,1,0.707,,
1/02/2014,Championship,New Year,r1,2,Prime Mover,0:35:09,2109,2,0.741,0.765,0.963
1/02/2014,Championship,New Year,r1,2,Gucci,0:34:28,2068,3,0.759,0.755,0.963
1/02/2014,Championship,New Year,r1,2,Testarossa,0:34:35,2075,4,0.757,0.765,
1/02/2014,Championship,New Year,r1,2,Eat My Shorts,0:36:05,2165,5,0.735,0.745,
1/02/2014,Championship,New Year,r1,2,After Midnight,0:36:40,2200,6,0.726,0.715,
1/02/2014,Championship,New Year,r1,2,Airship,0:35:33,2133,7,0.754,0.74,
1/02/2014,Championship,New Year,r1,2,Wellington Spirit Red,0:35:30,2130,8,0.759,0.79,
1/02/2014,Championship,New Year,r1,2,Whistler III,0:36:42,2202,9,0.739,0.725,0.95
1/02/2014,Championship,New Year,r1,2,Wiseguy,0:38:29,2309,10,0.709,0.73,
1/02/2014,Championship,New Year,r1,2,Incantare,0:40:40,2440,11,0.6856,0.725,
1/02/2014,Championship,New Year,r1,2,Brix,0:39:09,2349,12,0.728,0.755,
1/02/2014,Championship,New Year,r1,3,Haumuri,2:34:17,9257,1,0.667,0.665,
1/02/2014,Championship,New Year,r1,3,Wai-Aniwa,2:34:54,9294,2,0.67,0.69,
1/02/2014,Championship,New Year,r1,3,Illusions,2:39:01,9541,3,0.658,,
1/02/2014,Championship,New Year,r1,3,Saucy Sausage,2:48:23,10103,4,0.622,0.63,
1/02/2014,Championship,New Year,r1,3,Titus Canby,2:36:08,9368,5,0.687,0.69,
1/02/2014,Championship,New Year,r1,3,Marishka,2:54:20,10460,6,0.618,0.65,
1/02/2014,Championship,New Year,r1,3,Rosschild,2:47:32,10052,7,0.646,0.68,
1/02/2014,Championship,New Year,r1,3,White Cavalier,3:31:38,12698,8,0.555,,
1/02/2014,Classics,Classics,r3,Combined,Lizzie,1:48:00,6480,1,0.4,,
1/02/2014,Classics,Classics,r3,Combined,Oreti,1:54:55,6895,2,0.5,,
1/02/2014,Championship,New Year,r2,1,Magic Trick,1:49:47,6587,1,0.903,0.875,
1/02/2014,Championship,New Year,r2,1,Revs,1:52:00,6720,2,0.901,0.885,
1/02/2014,Championship,New Year,r2,1,Drinks Trolley,2:02:08,7328,3,0.844,0.84,
1/02/2014,Championship,New Year,r2,1,Ran Tan II,1:45:16,6316,4,0.982,1.04,
1/02/2014,Championship,New Year,r2,1,Rocket Science,2:09:06,7746,5,0.808,0.82,
1/02/2014,Championship,New Year,r2,1,The Guarantee,2:06:39,7599,6,0.825,0.845,
1/02/2014,Championship,New Year,r2,1,Structural Analysis,<dnf>,,,,,
1/02/2014,Championship,New Year,r2,2,Testarossa,1:54:16,6856,1,0.76,0.765,
1/02/2014,Championship,New Year,r2,2,Eat My Shorts,1:58:57,7137,2,0.738,0.745,
1/02/2014,Championship,New Year,r2,2,Gucci,1:56:06,6966,3,0.763,0.755,0.963
1/02/2014,Championship,New Year,r2,2,Floating Free,2:04:42,7482,4,0.714,,
1/02/2014,Championship,New Year,r2,2,Prime Mover,2:00:54,7254,5,0.742,0.765,0.963
1/02/2014,Championship,New Year,r2,2,After Midnight,2:03:21,7401,6,0.729,0.715,
1/02/2014,Championship,New Year,r2,2,Wiseguy,2:07:22,7642,7,0.708,0.73,
1/02/2014,Championship,New Year,r2,2,Airship,1:59:04,7144,8,0.758,0.74,
1/02/2014,Championship,New Year,r2,2,Whistler III,2:01:50,7310,9,0.742,0.725,0.95
1/02/2014,Championship,New Year,r2,2,Wellington Spirit Red,2:03:47,7427,10,0.758,0.79,
1/02/2014,Championship,New Year,r2,2,Incantare,2:19:23,8363,11,0.679,0.725,
1/02/2014,Championship,New Year,r2,2,Brix,2:22:32,8552,12,0.724,0.755,
7/02/2014,Rum,Rum,r7,Combined,Wellington Spirit Bronze,0:56:25,3385,1,0.744,,
7/02/2014,Rum,Rum,r7,Combined,Eat My Shorts,0:57:30,3450,2,0.736,,
7/02/2014,Rum,Rum,r7,Combined,Blurred Image,1:02:36,3756,3,0.683,,
7/02/2014,Rum,Rum,r7,Combined,Black Diamond,0:54:45,3285,4,0.795,,
7/02/2014,Rum,Rum,r7,Combined,Wai-Aniwa,1:11:57,4317,5,0.654,,
8/02/2014,Championship,New Year,r3,1,Revs,2:30:03,9003,1,0.905,0.885,
8/02/2014,Championship,New Year,r3,1,Ran Tan II,<dnf>,,,,,
8/02/2014,Championship,New Year,r3,1,Structural Analysis,<dnf>,,,,,
8/02/2014,Championship,New Year,r3,2,Gucci,2:11:41,7901,1,0.765,0.755,0.963
8/02/2014,Championship,New Year,r3,2,Airship,2:15:07,8107,2,0.755,0.74,
8/02/2014,Championship,New Year,r3,2,Whistler III,2:17:27,8247,3,0.743,0.725,0.95
8/02/2014,Championship,New Year,r3,2,Eat My Shorts,2:18:31,8311,4,0.739,0.745,
8/02/2014,Championship,New Year,r3,2,Testarossa,2:13:43,8023,5,0.765,0.765,
8/02/2014,Championship,New Year,r3,2,Prime Mover,2:20:05,8405,6,0.738,0.765,0.963
8/02/2014,Championship,New Year,r3,2,Wellington Spirit Bronze,2:22:14,8534,7,0.733,0.79,
8/02/2014,Championship,New Year,r3,2,After Midnight,2:22:54,8574,8,0.731,0.715,
8/02/2014,Championship,New Year,r3,2,Incantare,2:36:44,9404,9,0.671,0.725,
8/02/2014,Championship,New Year,r3,2,Wiseguy,2:31:07,9067,10,0.711,0.73,
8/02/2014,Championship,New Year,r3,2,Wellington Spirit Green,2:23:39,8619,11,0.77,0.79,
8/02/2014,Championship,New Year,r3,2,Brix,2:37:07,9427,12,0.717,0.755,
8/02/2014,Championship,New Year,r2,3,Wai-Aniwa,1:54:08,6848,1,0.669,0.69,
8/02/2014,Championship,New Year,r2,3,Marishka,2:05:07,7507,2,0.616,0.65,
8/02/2014,Championship,New Year,r2,3,Haumuri,1:58:30,7110,3,0.668,0.665,
8/02/2014,Championship,New Year,r2,3,Titus Canby,1:56:53,7013,4,0.683,0.69,
8/02/2014,Championship,New Year,r2,3,Rosschild,2:06:14,7574,5,0.643,0.68,
8/02/2014,Championship,New Year,r2,3,White Cavalier,<dnf>,,,,,
14/02/2014,Rum,Rum,r8,Combined,Blurred Image,1:13:19,4399,1,0.683,,
14/02/2014,Rum,Rum,r8,Combined,Blue Magic,1:16:01,4561,2,0.721,,
14/02/2014,Rum,Rum,r8,Combined,After Midnight,1:19:48,4788,3,0.702,,
14/02/2014,Rum,Rum,r8,Combined,Eat My Shorts,1:16:50,4610,4,0.733,,
14/02/2014,Rum,Rum,r8,Combined,Gucci,1:17:11,4631,5,0.73,,
14/02/2014,Rum,Rum,r8,Combined,Black Diamond,1:12:20,4340,6,0.791,,
14/02/2014,Rum,Rum,r8,Combined,Wellington Spirit Red,1:14:45,4485,7,0.768,,
14/02/2014,Rum,Rum,r8,Combined,Saucy Sausage,1:31:48,5508,8,0.636,,
14/02/2014,Rum,Rum,r8,Combined,Charlie,1:39:36,5976,9,0.591,,
14/02/2014,Rum,Rum,r8,Combined,White Cavalier,1:44:40,6280,10,0.582,,
14/02/2014,Rum,Rum,r8,Combined,Vendetta,1:29:03,5343,11,0.701,,
15/02/2014,Championship,New Year,r4,1,Rocket Science,1:28:00,5280,1,0.812,0.82,
15/02/2014,Championship,New Year,r4,1,Ran Tan II,1:14:23,4463,2,0.977,1.04,
15/02/2014,Championship,New Year,r4,1,Drinks Trolley,1:25:49,5149,3,0.847,0.84,
15/02/2014,Championship,New Year,r4,1,Revs,1:20:32,4832,4,0.905,0.885,1.234
15/02/2014,Championship,New Year,r4,1,Magic Trick,<dnf>,,,,,
15/02/2014,Championship,New Year,r4,1,Structural Analysis,<dnf>,,,,,
15/02/2014,Championship,New Year,r4,2,Prime Mover,1:12:07,4327,1,0.74,0.765,0.963
15/02/2014,Championship,New Year,r4,2,Whistler III,1:13:28,4408,2,0.743,0.725,0.95
15/02/2014,Championship,New Year,r4,2,Floating Free,1:16:49,4609,3,0.715,,
15/02/2014,Championship,New Year,r4,2,Gucci,1:11:44,4304,4,0.767,0.755,0.963
15/02/2014,Championship,New Year,r4,2,Testarossa,1:11:50,4310,5,0.77,0.765,
15/02/2014,Championship,New Year,r4,2,Eat My Shorts,1:14:56,4496,6,0.739,0.745,
15/02/2014,Championship,New Year,r4,2,Brix,1:18:08,4688,7,0.713,0.755,
15/02/2014,Championship,New Year,r4,2,Wellington Spirit Green,1:12:34,4354,8,0.77,0.79,
15/02/2014,Championship,New Year,r4,2,After Midnight,1:16:57,4617,9,0.728,0.715,
15/02/2014,Championship,New Year,r4,2,Incantare,1:24:50,5090,10,0.666,0.725,
15/02/2014,Championship,New Year,r4,2,Wellington Spirit Red,1:16:11,4571,11,0.742,0.79,
15/02/2014,Championship,New Year,r4,2,Blue Magic,1:17:34,4654,12,0.738,0.735,0.955
15/02/2014,Championship,New Year,r4,2,Wiseguy,1:23:18,4998,13,0.705,0.73,
15/02/2014,Championship,New Year,r4,2,Airship,1:19:56,4796,14,0.76,0.74,
15/02/2014,Championship,New Year,r3,3,Wai-Aniwa,2:37:38,9458,1,0.676,0.69,
15/02/2014,Championship,New Year,r3,3,Haumuri,2:42:10,9730,2,0.67,0.665,
15/02/2014,Championship,New Year,r3,3,Titus Canby,2:40:26,9626,3,0.684,0.69,
15/02/2014,Championship,New Year,r3,3,White Cavalier,3:21:51,12111,4,0.551,,
15/02/2014,Championship,New Year,r3,3,Saucy Sausage,3:01:21,10881,5,0.618,0.63,
15/02/2014,Championship,New Year,r5,1,Ran Tan II,0:46:47,2807,1,0.972,1.04,
15/02/2014,Championship,New Year,r5,1,Revs,0:50:30,3030,2,0.911,0.885,1.234
15/02/2014,Championship,New Year,r5,2,Wellington Spirit Red,0:47:07,2827,1,0.738,0.79,
15/02/2014,Championship,New Year,r5,2,Testarossa,0:44:59,2699,2,0.774,0.765,
15/02/2014,Championship,New Year,r5,2,After Midnight,0:48:17,2897,3,0.726,0.715,
15/02/2014,Championship,New Year,r5,2,Whistler III,0:47:19,2839,4,0.744,0.725,0.95
15/02/2014,Championship,New Year,r5,2,Brix,0:50:14,3014,5,0.706,0.755,
15/02/2014,Championship,New Year,r5,2,Prime Mover,0:47:51,2871,6,0.748,0.765,0.963
15/02/2014,Championship,New Year,r5,2,Eat My Shorts,0:49:04,2944,7,0.745,0.745,
15/02/2014,Championship,New Year,r5,2,Gucci,0:48:10,2890,8,0.775,0.755,0.963
15/02/2014,Championship,New Year,r5,2,Wellington Spirit Green,0:50:41,3041,9,0.77,0.79,
15/02/2014,Championship,New Year,r5,2,Wiseguy,<dns>,,,,,
21/02/2014,PNR,PNR,r1,A,Black Diamond,1:01:59,3719,1,0.8,0.795,1.008
21/02/2014,PNR,PNR,r1,A,Rocket Science,1:01:31,3691,2,0.813,0.82,
21/02/2014,PNR,PNR,r1,A,C U,1:04:30,3870,3,0.8,0.79,
21/02/2014,PNR,PNR,r1,A,Magic Trick,0:58:38,3518,5,0.909,0.875,
21/02/2014,PNR,PNR,r1,A,Revs,0:57:44,3464,4,0.911,0.89,1.234
21/02/2014,PNR,PNR,r1,A,Jive Talkin,1:00:01,3601,6,0.89,0.865,
21/02/2014,PNR,PNR,r1,A,Badonkadonk,<dnc>,,,,,
21/02/2014,PNR,PNR,r1,A,Drinks Trolley,<dnc>,,,,,
21/02/2014,PNR,PNR,r1,A,The Guarantee,<dnc>,,,,,
21/02/2014,PNR,PNR,r1,B,Whistler III,0:45:57,2757,4,0.747,0.73,0.95
21/02/2014,PNR,PNR,r1,B,Bacchante,0:48:06,2886,7,0.72,0.705,
21/02/2014,PNR,PNR,r1,B,Testarossa,0:44:46,2686,10,0.778,0.765,
21/02/2014,PNR,PNR,r1,B,After Midnight,0:47:36,2856,5,0.726,0.72,
21/02/2014,PNR,PNR,r1,B,Airship,0:46:34,2794,12,0.753,0.74,
21/02/2014,PNR,PNR,r1,B,Saucy Sausage,0:55:27,3327,3,0.616,0.63,
21/02/2014,PNR,PNR,r1,B,Blue Magic,0:47:21,2841,6,0.731,0.74,0.955
21/02/2014,PNR,PNR,r1,B,Titus Canby,0:50:49,3049,9,0.685,0.69,
21/02/2014,PNR,PNR,r1,B,Gucci,0:47:02,2822,16,0.771,0.755,0.963
21/02/2014,PNR,PNR,r1,B,Prime Mover,0:46:38,2798,8,0.746,0.765,0.964
21/02/2014,PNR,PNR,r1,B,Incantare,0:49:29,2969,2,0.661,0.725,
21/02/2014,PNR,PNR,r1,B,Wai-Aniwa,0:52:11,3131,14,0.678,0.69,
21/02/2014,PNR,PNR,r1,B,Haumuri,0:54:16,3256,17,0.669,0.665,
21/02/2014,PNR,PNR,r1,B,Wiseguy,0:50:21,3021,11,0.695,0.725,
21/02/2014,PNR,PNR,r1,B,Brix,0:49:56,2996,13,0.703,0.735,
21/02/2014,PNR,PNR,r1,B,White Cavalier,0:56:57,3417,1,0.546,0.65,
21/02/2014,PNR,PNR,r1,B,Slingshot,0:47:43,2863,15,0.753,,
21/02/2014,PNR,PNR,r1,B,Wellington Spirit Red,0:49:54,2994,18,0.757,,
21/02/2014,PNR,PNR,r1,B,Illusions,<dnc>,,,,,
21/02/2014,PNR,PNR,r2,A,Black Diamond,1:01:34,3694,2,0.806,0.795,1.008
21/02/2014,PNR,PNR,r2,A,C U,1:01:59,3719,1,0.8,0.79,
21/02/2014,PNR,PNR,r2,A,Magic Trick,0:57:17,3437,5,0.902,0.875,
21/02/2014,PNR,PNR,r2,A,Rocket Science,1:00:48,3648,3,0.819,0.82,
21/02/2014,PNR,PNR,r2,A,Revs,0:56:40,3400,4,0.907,0.89,1.234
21/02/2014,PNR,PNR,r2,A,Jive Talkin,1:01:02,3662,6,0.883,0.865,
21/02/2014,PNR,PNR,r2,A,Drinks Trolley,<dnc>,,,,,
21/02/2014,PNR,PNR,r2,A,The Guarantee,<dnc>,,,,,
21/02/2014,PNR,PNR,r2,A,Badonkadonk,<dnf>,,,,,
21/02/2014,PNR,PNR,r2,B,Bacchante,0:47:01,2821,1,0.721,0.705,
21/02/2014,PNR,PNR,r2,B,Prime Mover,0:46:57,2817,3,0.746,0.765,0.964
21/02/2014,PNR,PNR,r2,B,Whistler III,0:49:29,2969,8,0.75,0.73,0.95
21/02/2014,PNR,PNR,r2,B,Haumuri,0:54:42,3282,5,0.664,0.665,
21/02/2014,PNR,PNR,r2,B,Titus Canby,0:53:35,3215,6,0.685,0.69,
21/02/2014,PNR,PNR,r2,B,Airship,0:50:24,3024,11,0.752,0.74,
21/02/2014,PNR,PNR,r2,B,Saucy Sausage,0:59:47,3587,7,0.619,0.63,
21/02/2014,PNR,PNR,r2,B,Blue Magic,0:50:55,3055,10,0.732,0.74,0.955
21/02/2014,PNR,PNR,r2,B,Incantare,0:52:16,3136,2,0.666,0.725,
21/02/2014,PNR,PNR,r2,B,Gucci,0:50:40,3040,15,0.765,0.755,0.963
21/02/2014,PNR,PNR,r2,B,Testarossa,0:50:01,3001,16,0.778,0.765,
21/02/2014,PNR,PNR,r2,B,Wiseguy,0:53:30,3210,9,0.694,0.725,
21/02/2014,PNR,PNR,r2,B,After Midnight,0:54:10,3250,18,0.727,0.72,
21/02/2014,PNR,PNR,r2,B,Wai-Aniwa,0:56:48,3408,13,0.675,0.69,
21/02/2014,PNR,PNR,r2,B,Brix,0:54:25,3265,12,0.702,0.735,
