Date,Handicap,Series,Race,Div,Boat name,resetTCF,TCFalgo,Scoring,Start,Finish,Elapsed time,ETsecs,RankAppld,TCFapplied,PHRF,IRC
21/02/2015,PNR,PNR,r5,A,Blink,0,2,1,1525,161242,0:47:42,2862,4,0.98,0.96,1.362
21/02/2015,PNR,PNR,r5,A,Satellite Spy,0,2,1,1525,161700,0:52:00,3120,5,0.9,0.885,
21/02/2015,PNR,PNR,r5,A,Black Diamond,0,2,1,1525,,<dnc>,,,,,
21/02/2015,PNR,PNR,r5,A,Crusader,0,2,1,1525,,<dnc>,,,,,
21/02/2015,PNR,PNR,r5,A,Helter Skelter,0,2,1,1525,,<dnc>,,,,,
21/02/2015,PNR,PNR,r5,A,Magic Trick,0,2,1,1525,,<dnc>,,,,,
21/02/2015,PNR,PNR,r5,A,The Guarantee,0,2,1,1525,,<dnc>,,,,,
21/02/2015,PNR,PNR,r5,A,Wedgetail,0,2,1,1525,,<dnf>,,,,,
21/02/2015,PNR,PNR,r5,B,White Cavalier,0,2,1,1530,162203,0:52:03,3123,1,0.566,0.65,
21/02/2015,PNR,PNR,r5,B,Haumuri,0,2,1,1530,161759,0:47:59,2879,2,0.62,0.662,
21/02/2015,PNR,PNR,r5,B,Tracer,0,2,1,1530,162534,0:55:34,3334,3,0.549,0.595,
21/02/2015,PNR,PNR,r5,B,Whistler III,0,2,1,1530,161218,0:42:18,2538,4,0.735,0.737,0.95
21/02/2015,PNR,PNR,r5,B,Gucci,0,2,1,1530,161056,0:40:56,2456,5,0.766,0.745,0.963
21/02/2015,PNR,PNR,r5,B,Flying Machine,0,2,1,1530,161111,0:41:11,2471,6,0.763,0.762,0.941
21/02/2015,PNR,PNR,r5,B,Illusions,0,2,1,1530,161823,0:48:23,2903,7,0.652,0.675,0.918
21/02/2015,PNR,PNR,r5,B,Incantare,0,2,1,1530,161656,0:46:56,2816,8,0.679,0.725,
21/02/2015,PNR,PNR,r5,B,Testarossa,0,2,1,1530,161129,0:41:29,2489,9,0.772,0.772,
21/02/2015,PNR,PNR,r5,B,Titus Canby,0,2,1,1530,161700,0:47:00,2820,10,0.687,0.69,
21/02/2015,PNR,PNR,r5,B,Prime Mover,0,2,1,1530,161300,0:43:00,2580,11,0.757,0.762,0.964
21/02/2015,PNR,PNR,r5,B,Airship,0,2,1,1530,161222,0:42:22,2542,12,0.773,0.753,
21/02/2015,PNR,PNR,r5,B,After Midnight,0,2,1,1530,161606,0:46:06,2766,13,0.727,0.725,
21/02/2015,PNR,PNR,r5,B,Synfinity,0,2,1,1530,162100,0:51:00,3060,14,0.69,0.72,
21/02/2015,PNR,PNR,r5,B,Brix,0,2,1,1530,,<dnc>,,,,,
21/02/2015,PNR,PNR,r5,B,CU,0,2,1,1530,,<dnc>,,,,,
21/02/2015,PNR,PNR,r5,B,Stepping Stone,0,2,1,1530,,<dnc>,,,,,
21/02/2015,PNR,PNR,r5,B,Wiseguy,0,2,1,1530,,<dnc>,,,,,
22/02/2015,PNR,PNR,r6,A,Jive Talkin,0,2,1,1000,110843,1:08:43,4123,1,0.828,0.857,
22/02/2015,PNR,PNR,r6,A,Revs,0,2,1,1000,110635,1:06:35,3995,2,0.883,0.9,5
22/02/2015,PNR,PNR,r6,A,Black Diamond,0,2,1,1000,111420,1:14:20,4460,3,0.792,0.807,1.006
22/02/2015,PNR,PNR,r6,A,Satellite Spy,0,2,1,1000,110647,1:06:47,4007,4,0.894,0.885,
22/02/2015,PNR,PNR,r6,A,Helter Skelter,0,2,1,1000,111245,1:12:45,4365,5,0.837,0.855,
22/02/2015,PNR,PNR,r6,A,Wedgetail,0,2,1,1000,110409,1:04:09,3849,6,0.952,0.945,1.209
22/02/2015,PNR,PNR,r6,A,Blink,0,2,1,1000,110419,1:04:19,3859,7,0.972,0.96,1.362
22/02/2015,PNR,PNR,r6,A,Magic Trick,0,2,1,1000,111233,1:12:33,4353,8,0.871,0.875,
22/02/2015,PNR,PNR,r6,A,The Guarantee,0,2,1,1000,112143,1:21:43,4903,9,0.837,0.84,
22/02/2015,PNR,PNR,r6,A,St Laurence,0,2,1,1000,112627,1:26:27,5187,10,1.044,,
22/02/2015,PNR,PNR,r6,A,Crusader,0,2,1,1000,,<dnc>,,,,,
22/02/2015,PNR,PNR,r6,B,Incantare,0,2,1,1005,110220,0:57:20,3440,1,0.677,0.725,
22/02/2015,PNR,PNR,r6,B,Airship,0,2,1,1005,105554,0:50:54,3054,2,0.765,0.753,
22/02/2015,PNR,PNR,r6,B,Brix,0,2,1,1005,110327,0:58:27,3507,3,0.672,0.725,
22/02/2015,PNR,PNR,r6,B,White Cavalier,0,2,1,1005,111427,1:09:27,4167,4,0.573,0.65,
22/02/2015,PNR,PNR,r6,B,Synfinity,0,2,1,1005,110534,1:00:34,3634,5,0.682,0.72,
22/02/2015,PNR,PNR,r6,B,After Midnight,0,2,1,1005,110245,0:57:45,3465,6,0.718,0.725,
22/02/2015,PNR,PNR,r6,B,Flying Machine,0,2,1,1005,105928,0:54:28,3268,7,0.765,0.762,0.941
22/02/2015,PNR,PNR,r6,B,Stepping Stone,0,2,1,1005,110032,0:55:32,3332,8,0.753,0.755,
22/02/2015,PNR,PNR,r6,B,Wiseguy,0,2,1,1005,110521,1:00:21,3621,9,0.705,0.725,
22/02/2015,PNR,PNR,r6,B,Illusions,0,2,1,1005,111017,1:05:17,3917,10,0.652,0.675,0.918
22/02/2015,PNR,PNR,r6,B,Testarossa,0,2,1,1005,110123,0:56:23,3383,11,0.769,0.772,
22/02/2015,PNR,PNR,r6,B,Gucci,0,2,1,1005,110234,0:57:34,3454,12,0.768,0.745,0.963
22/02/2015,PNR,PNR,r6,B,Titus Canby,0,2,1,1005,111013,1:05:13,3913,13,0.681,0.69,
22/02/2015,PNR,PNR,r6,B,Prime Mover,0,2,1,1005,110502,1:00:02,3602,14,0.75,0.762,0.964
22/02/2015,PNR,PNR,r6,B,Whistler III,0,2,1,1005,110617,1:01:17,3677,15,0.739,0.737,0.95
22/02/2015,PNR,PNR,r6,B,Haumuri,0,2,1,1005,112108,1:16:08,4568,16,0.627,0.662,
22/02/2015,PNR,PNR,r6,B,CU,0,2,1,1005,,<dnc>,,,,,
22/02/2015,PNR,PNR,r6,B,Tracer,0,2,1,1005,,<dnf>,,,,,
22/02/2015,PNR,PNR,r7,A,Helter Skelter,0,2,1,1315,141144,0:56:44,3404,1,0.835,0.855,
22/02/2015,PNR,PNR,r7,A,Black Diamond,0,2,1,1315,141438,0:59:38,3578,2,0.798,0.807,1.006
22/02/2015,PNR,PNR,r7,A,The Guarantee,0,2,1,1315,141312,0:58:12,3492,3,0.831,0.84,5
22/02/2015,PNR,PNR,r7,A,Jive Talkin,0,2,1,1315,141420,0:59:20,3560,4,0.834,0.857,
22/02/2015,PNR,PNR,r7,A,Revs,0,2,1,1315,141045,0:55:45,3345,5,0.892,0.9,
22/02/2015,PNR,PNR,r7,A,Magic Trick,0,2,1,1315,141312,0:58:12,3492,6,0.862,0.875,
22/02/2015,PNR,PNR,r7,A,Wedgetail,0,2,1,1315,140743,0:52:43,3163,7,0.953,0.945,1.209
22/02/2015,PNR,PNR,r7,A,Satellite Spy,0,2,1,1315,141136,0:56:36,3396,8,0.899,0.885,
22/02/2015,PNR,PNR,r7,A,Blink,0,2,1,1315,141009,0:55:09,3309,9,0.963,0.96,1.362
22/02/2015,PNR,PNR,r7,A,St Laurence,0,2,1,1315,141520,1:00:20,3620,10,1.036,,
22/02/2015,PNR,PNR,r7,A,Crusader,0,2,1,1315,,<dnc>,,,,,
22/02/2015,PNR,PNR,r7,B,Brix,0,2,1,1320,140536,0:45:36,2736,1,0.677,0.725,
22/02/2015,PNR,PNR,r7,B,Airship,0,2,1,1320,140120,0:41:20,2480,2,0.77,0.753,
22/02/2015,PNR,PNR,r7,B,Tracer,0,2,1,1320,141735,0:57:35,3455,3,0.555,0.595,
22/02/2015,PNR,PNR,r7,B,Titus Canby,0,2,1,1320,140805,0:48:05,2885,4,0.675,0.69,
22/02/2015,PNR,PNR,r7,B,Testarossa,0,2,1,1320,140254,0:42:54,2574,5,0.763,0.772,
22/02/2015,PNR,PNR,r7,B,White Cavalier,0,2,1,1320,141647,0:56:47,3407,6,0.581,0.65,
22/02/2015,PNR,PNR,r7,B,Synfinity,0,2,1,1320,140850,0:48:50,2930,7,0.682,0.72,
22/02/2015,PNR,PNR,r7,B,Flying Machine,0,2,1,1320,140339,0:43:39,2619,8,0.767,0.762,0.941
22/02/2015,PNR,PNR,r7,B,After Midnight,0,2,1,1320,140643,0:46:43,2803,9,0.718,0.725,
22/02/2015,PNR,PNR,r7,B,Whistler III,0,2,1,1320,140602,0:46:02,2762,10,0.733,0.737,0.95
22/02/2015,PNR,PNR,r7,B,Illusions,0,2,1,1320,141206,0:52:06,3126,11,0.648,0.675,0.918
22/02/2015,PNR,PNR,r7,B,Incantare,0,2,1,1320,140930,0:49:30,2970,12,0.683,0.725,
22/02/2015,PNR,PNR,r7,B,Gucci,0,2,1,1320,140543,0:45:43,2743,13,0.761,0.745,0.963
22/02/2015,PNR,PNR,r7,B,Prime Mover,0,2,1,1320,140736,0:47:36,2856,14,0.743,0.762,0.964
22/02/2015,PNR,PNR,r7,B,Stepping Stone,0,2,1,1320,140703,0:47:03,2823,15,0.752,0.755,
22/02/2015,PNR,PNR,r7,B,Wiseguy,0,2,1,1320,141035,0:50:35,3035,16,0.702,0.725,
22/02/2015,PNR,PNR,r7,B,Haumuri,0,2,1,1320,141813,0:58:13,3493,17,0.62,0.662,
22/02/2015,PNR,PNR,r7,B,CU,0,2,1,1320,,<dnc>,,,,,
22/02/2015,PNR,PNR,r8,A,Black Diamond,0,2,1,1430,151819,0:48:19,2899,1,0.806,0.807,1.006
22/02/2015,PNR,PNR,r8,A,Jive Talkin,0,2,1,1430,151708,0:47:08,2828,2,0.834,0.857,
22/02/2015,PNR,PNR,r8,A,Satellite Spy,0,2,1,1430,151419,0:44:19,2659,3,0.892,0.885,
22/02/2015,PNR,PNR,r8,A,Blink,0,2,1,1430,151151,0:41:51,2511,4,0.954,0.96,1.362
22/02/2015,PNR,PNR,r8,A,Revs,0,2,1,1430,151447,0:44:47,2687,5,0.893,0.9,
22/02/2015,PNR,PNR,r8,A,Wedgetail,0,2,1,1430,151207,0:42:07,2527,6,0.95,0.945,5
22/02/2015,PNR,PNR,r8,A,Helter Skelter,0,2,1,1430,151740,0:47:40,2860,7,0.842,0.855,
22/02/2015,PNR,PNR,r8,A,The Guarantee,0,2,1,1430,151826,0:48:26,2906,8,0.836,0.84,
22/02/2015,PNR,PNR,r8,A,Magic Trick,0,2,1,1430,151719,0:47:19,2839,9,0.857,0.875,
22/02/2015,PNR,PNR,r8,A,St Laurence,0,2,1,1430,152106,0:51:06,3066,10,1.028,,
22/02/2015,PNR,PNR,r8,A,Crusader,0,2,1,1430,,<dnc>,,,,,
22/02/2015,PNR,PNR,r8,B,Airship,0,2,1,1435,150842,0:33:42,2022,1,0.775,0.753,
22/02/2015,PNR,PNR,r8,B,Incantare,0,2,1,1435,151334,0:38:34,2314,2,0.683,0.725,
22/02/2015,PNR,PNR,r8,B,After Midnight,0,2,1,1435,151154,0:36:54,2214,3,0.716,0.725,
22/02/2015,PNR,PNR,r8,B,Illusions,0,2,1,1435,151607,0:41:07,2467,4,0.646,0.675,0.918
22/02/2015,PNR,PNR,r8,B,Gucci,0,2,1,1435,151020,0:35:20,2120,5,0.752,0.745,0.963
22/02/2015,PNR,PNR,r8,B,Titus Canby,0,2,1,1435,151419,0:39:19,2359,6,0.68,0.69,
22/02/2015,PNR,PNR,r8,B,White Cavalier,0,2,1,1435,152054,0:45:54,2754,7,0.586,0.65,
22/02/2015,PNR,PNR,r8,B,Tracer,0,2,1,1435,152314,0:48:14,2894,8,0.559,0.595,
22/02/2015,PNR,PNR,r8,B,Haumuri,0,2,1,1435,151907,0:44:07,2647,9,0.615,0.662,
22/02/2015,PNR,PNR,r8,B,Brix,0,2,1,1435,151444,0:39:44,2384,10,0.683,0.725,
22/02/2015,PNR,PNR,r8,B,Synfinity,0,2,1,1435,151458,0:39:58,2398,11,0.684,0.72,
22/02/2015,PNR,PNR,r8,B,Wiseguy,0,2,1,1435,151426,0:39:26,2366,12,0.695,0.725,
22/02/2015,PNR,PNR,r8,B,Stepping Stone,0,2,1,1435,151150,0:36:50,2210,13,0.746,0.755,
22/02/2015,PNR,PNR,r8,B,Whistler III,0,2,1,1435,151300,0:38:00,2280,14,0.731,0.737,0.95
22/02/2015,PNR,PNR,r8,B,Flying Machine,0,2,1,1435,151117,0:36:17,2177,15,0.766,0.762,0.941
22/02/2015,PNR,PNR,r8,B,Testarossa,0,2,1,1435,151140,0:36:40,2200,16,0.767,0.772,
22/02/2015,PNR,PNR,r8,B,Prime Mover,0,2,1,1435,151320,0:38:20,2300,17,0.735,0.762,0.964
22/02/2015,PNR,PNR,r8,B,CU,0,2,1,1435,,<dnc>,,,,,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,A,Blink,0,2,1,1145,124149,0:56:49,3409,2,0.978,0.96,1.362
20/02/2015,PNR_asPublished,PNR_asPublished,r1,A,Satellite Spy,0,2,1,1145,124801,1:03:01,3781,3,0.883,0.885,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,A,Wedgetail,0,2,1,1145,124416,0:59:16,3556,4,0.942,0.945,1.209
20/02/2015,PNR_asPublished,PNR_asPublished,r1,A,The Guarantee,0,2,1,1145,125210,1:07:10,4030,5,0.836,0.84,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,A,Black Diamond,0,2,1,1145,125553,1:10:53,4253,7,0.81,0.807,1.006
20/02/2015,PNR_asPublished,PNR_asPublished,r1,A,Magic Trick,0,2,1,1145,125026,1:05:26,3926,8,0.889,0.875,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,A,Crusader,0,2,1,1145,124555,1:00:55,3655,10,0.973,0.951,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,A,Revs,0,2,1,1145,124924,1:04:24,3864,6,0.888,0.9,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,A,Helter Skelter,0,2,1,1145,125350,1:08:50,4130,9,0.857,0.855,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,A,Jive Talkin,0,2,1,1145,125355,1:08:55,4135,11,0.87,0.857,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,A,St Laurence,0,2,1,1145,123842,0:53:42,3222,1,1.004,,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,B,Airship,0,2,1,1005,111354,1:08:54,4134,7,0.785,0.753,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,B,Gucci,0,2,1,1005,111505,1:10:05,4205,5,0.755,0.745,0.963
20/02/2015,PNR_asPublished,PNR_asPublished,r1,B,Stepping Stone,0,2,1,1005,111631,1:11:31,4291,6,0.753,0.755,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,B,After Midnight,0,2,1,1005,111934,1:14:34,4474,13,0.745,0.725,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,B,Flying Machine,0,2,1,1005,111617,1:11:17,4277,4,0.74,0.762,0.941
20/02/2015,PNR_asPublished,PNR_asPublished,r1,B,Whistler III,0,2,1,1005,111924,1:14:24,4464,9,0.732,0.737,0.95
20/02/2015,PNR_asPublished,PNR_asPublished,r1,B,Prime Mover,0,2,1,1005,111713,1:12:13,4333,11,0.764,0.762,0.964
20/02/2015,PNR_asPublished,PNR_asPublished,r1,B,Haumuri,0,2,1,1005,112915,1:24:15,5055,2,0.617,0.662,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,B,Testarossa,0,2,1,1005,111716,1:12:16,4336,10,0.757,0.772,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,B,Titus Canby,0,2,1,1005,112613,1:21:13,4873,16,0.706,0.69,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,B,Wiseguy,0,2,1,1005,112241,1:17:41,4661,8,0.699,0.725,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,B,Illusions,0,2,1,1005,112920,1:24:20,5060,15,0.663,0.675,0.918
20/02/2015,PNR_asPublished,PNR_asPublished,r1,B,Tracer,0,2,1,1005,114147,1:36:47,5807,3,0.54,0.595,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,B,White Cavalier,0,2,1,1005,113413,1:29:13,5353,1,0.549,0.65,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,B,CU,0,2,1,1005,112211,1:17:11,4631,14,0.723,0.76,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,B,Brix,0,2,1,1005,112608,1:21:08,4868,12,0.682,0.725,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,B,Synfinity,0,2,1,1005,112654,1:21:54,4914,18,0.72,0.72,
20/02/2015,PNR_asPublished,PNR_asPublished,r1,B,Incantare,0,2,1,1005,112833,1:23:33,5013,17,0.688,0.725,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,A,Satellite Spy,0,2,1,1310,141445,1:04:45,3885,1,0.885,0.885,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,A,Wedgetail,0,2,1,1310,141103,1:01:03,3663,2,0.944,0.945,1.209
20/02/2015,PNR_asPublished,PNR_asPublished,r2,A,The Guarantee,0,2,1,1310,141916,1:09:16,4156,3,0.837,0.84,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,A,Black Diamond,0,2,1,1310,142311,1:13:11,4391,5,0.806,0.807,1.006
20/02/2015,PNR_asPublished,PNR_asPublished,r2,A,Magic Trick,0,2,1,1310,141812,1:08:12,4092,7,0.881,0.875,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,A,Blink,0,2,1,1310,141233,1:02:33,3753,8,0.98,0.96,1.362
20/02/2015,PNR_asPublished,PNR_asPublished,r2,A,Revs,0,2,1,1310,141652,1:06:52,4012,6,0.884,0.9,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,A,Crusader,0,2,1,1310,141402,1:04:02,3842,9,0.965,0.951,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,A,Jive Talkin,0,2,1,1310,142137,1:11:37,4297,10,0.863,0.857,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,A,Helter Skelter,0,2,1,1310,142552,1:15:52,4552,11,0.849,0.855,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,A,St Laurence,0,2,1,1310,140741,0:57:41,3461,4,1.012,,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,B,Airship,0,2,1,1205,132447,1:19:47,4787,9,0.78,0.753,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,B,Flying Machine,0,2,1,1205,132357,1:18:57,4737,2,0.741,0.762,0.941
20/02/2015,PNR_asPublished,PNR_asPublished,r2,B,Gucci,0,2,1,1205,132707,1:22:07,4927,7,0.755,0.745,0.963
20/02/2015,PNR_asPublished,PNR_asPublished,r2,B,Testarossa,0,2,1,1205,132429,1:19:29,4769,3,0.75,0.772,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,B,After Midnight,0,2,1,1205,132939,1:24:39,5079,12,0.739,0.725,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,B,Stepping Stone,0,2,1,1205,132813,1:23:13,4993,10,0.75,0.755,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,B,Prime Mover,0,2,1,1205,132744,1:22:44,4964,11,0.756,0.762,0.964
20/02/2015,PNR_asPublished,PNR_asPublished,r2,B,Whistler III,0,2,1,1205,133050,1:25:50,5150,8,0.725,0.737,0.95
20/02/2015,PNR_asPublished,PNR_asPublished,r2,B,Wiseguy,0,2,1,1205,133247,1:27:47,5267,5,0.694,0.725,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,B,Titus Canby,0,2,1,1205,133717,1:32:17,5537,15,0.7,0.69,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,B,Tracer,0,2,1,1205,135502,1:50:02,6602,4,0.542,0.595,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,B,Brix,0,2,1,1205,133530,1:30:30,5430,6,0.677,0.725,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,B,Synfinity,0,2,1,1205,133626,1:31:26,5486,16,0.713,0.72,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,B,CU,0,2,1,1205,133249,1:27:49,5269,13,0.716,0.76,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,B,Illusions,0,2,1,1205,134445,1:39:45,5985,18,0.657,0.675,0.918
20/02/2015,PNR_asPublished,PNR_asPublished,r2,B,White Cavalier,0,2,1,1205,134839,1:43:39,6219,1,0.554,0.65,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,B,Haumuri,0,2,1,1205,134843,1:43:43,6223,14,0.62,0.662,
20/02/2015,PNR_asPublished,PNR_asPublished,r2,B,Incantare,0,2,1,1205,134052,1:35:52,5752,17,0.682,0.725,
20/02/2015,PNR_asPublished,PNR_asPublished,r3,A,Blink,0,2,1,1445,162325,1:38:25,5905,1,0.972,0.96,1.362
20/02/2015,PNR_asPublished,PNR_asPublished,r3,A,Satellite Spy,0,2,1,1445,163640,1:51:40,6700,4,0.894,0.885,
20/02/2015,PNR_asPublished,PNR_asPublished,r3,A,Wedgetail,0,2,1,1445,163046,1:45:46,6346,5,0.951,0.945,1.209
20/02/2015,PNR_asPublished,PNR_asPublished,r3,A,Helter Skelter,0,2,1,1445,164159,1:56:59,7019,3,0.841,0.855,
20/02/2015,PNR_asPublished,PNR_asPublished,r3,A,The Guarantee,0,2,1,1445,164450,1:59:50,7190,7,0.841,0.84,
20/02/2015,PNR_asPublished,PNR_asPublished,r3,A,Magic Trick,0,2,1,1445,164043,1:55:43,6943,8,0.876,0.875,
20/02/2015,PNR_asPublished,PNR_asPublished,r3,A,Revs,0,2,1,1445,163856,1:53:56,6836,6,0.883,0.9,
20/02/2015,PNR_asPublished,PNR_asPublished,r3,A,Jive Talkin,0,2,1,1445,164452,1:59:52,7192,9,0.854,0.857,
20/02/2015,PNR_asPublished,PNR_asPublished,r3,A,Crusader,0,2,1,1445,163311,1:48:11,6491,11,0.955,0.951,
20/02/2015,PNR_asPublished,PNR_asPublished,r3,A,Black Diamond,0,2,1,1445,165314,2:08:14,7694,10,0.804,0.807,1.006
20/02/2015,PNR_asPublished,PNR_asPublished,r3,A,St Laurence,0,2,1,1445,161904,1:34:04,5644,2,1.018,,
21/02/2015,PNR_asPublished,PNR_asPublished,r3,B,Gucci,0,2,1,1005,104248,0:37:48,2268,10,0.752,0.745,0.963
21/02/2015,PNR_asPublished,PNR_asPublished,r3,B,Testarossa,0,2,1,1005,104145,0:36:45,2205,3,0.754,0.772,
21/02/2015,PNR_asPublished,PNR_asPublished,r3,B,Whistler III,0,2,1,1005,104346,0:38:46,2326,5,0.721,0.737,0.95
21/02/2015,PNR_asPublished,PNR_asPublished,r3,B,Flying Machine,0,2,1,1005,104234,0:37:34,2254,8,0.749,0.762,0.941
21/02/2015,PNR_asPublished,PNR_asPublished,r3,B,Illusions,0,2,1,1005,104732,0:42:32,2552,2,0.65,0.675,0.918
21/02/2015,PNR_asPublished,PNR_asPublished,r3,B,Stepping Stone,0,2,1,1005,104311,0:38:11,2291,9,0.743,0.755,
21/02/2015,PNR_asPublished,PNR_asPublished,r3,B,Airship,0,2,1,1005,104356,0:38:56,2336,14,0.775,0.753,
21/02/2015,PNR_asPublished,PNR_asPublished,r3,B,Wiseguy,0,2,1,1005,104528,0:40:28,2428,6,0.692,0.725,
21/02/2015,PNR_asPublished,PNR_asPublished,r3,B,Incantare,0,2,1,1005,104535,0:40:35,2435,1,0.676,0.725,
21/02/2015,PNR_asPublished,PNR_asPublished,r3,B,Titus Canby,0,2,1,1005,104759,0:42:59,2579,13,0.693,0.69,
21/02/2015,PNR_asPublished,PNR_asPublished,r3,B,Prime Mover,0,2,1,1005,104410,0:39:10,2350,12,0.75,0.762,0.964
21/02/2015,PNR_asPublished,PNR_asPublished,r3,B,Haumuri,0,2,1,1005,105024,0:45:24,2724,4,0.615,0.662,
21/02/2015,PNR_asPublished,PNR_asPublished,r3,B,Tracer,0,2,1,1005,105616,0:51:16,3076,7,0.547,0.595,
21/02/2015,PNR_asPublished,PNR_asPublished,r3,B,Brix,0,2,1,1005,104746,0:42:46,2566,11,0.674,0.725,
21/02/2015,PNR_asPublished,PNR_asPublished,r3,B,After Midnight,0,2,1,1005,104925,0:44:25,2665,16,0.733,0.725,
21/02/2015,PNR_asPublished,PNR_asPublished,r3,B,Synfinity,0,2,1,1005,105042,0:45:42,2742,15,0.707,0.72,
21/02/2015,PNR_asPublished,PNR_asPublished,r3,B,CU,0,2,1,1005,,<raf>,,,,,
21/02/2015,PNR_asPublished,PNR_asPublished,r3,B,White Cavalier,0,2,1,1005,,<dnc>,,,,,
21/02/2015,PNR_asPublished,PNR_asPublished,r4,A,Blink,0,2,1,1000,111523,1:15:23,4523,5,0.981,0.96,1.362
21/02/2015,PNR_asPublished,PNR_asPublished,r4,A,Satellite Spy,0,2,1,1000,112150,1:21:50,4910,2,0.896,0.885,
21/02/2015,PNR_asPublished,PNR_asPublished,r4,A,Wedgetail,0,2,1,1000,111743,1:17:43,4663,4,0.951,0.945,1.209
21/02/2015,PNR_asPublished,PNR_asPublished,r4,A,Revs,0,2,1,1000,112316,1:23:16,4996,3,0.882,0.9,
21/02/2015,PNR_asPublished,PNR_asPublished,r4,A,The Guarantee,0,2,1,1000,112914,1:29:14,5354,6,0.841,0.84,
21/02/2015,PNR_asPublished,PNR_asPublished,r4,A,Black Diamond,0,2,1,1000,113432,1:34:32,5672,7,0.798,0.807,1.006
21/02/2015,PNR_asPublished,PNR_asPublished,r4,A,Jive Talkin,0,2,1,1000,112952,1:29:52,5392,8,0.848,0.857,
21/02/2015,PNR_asPublished,PNR_asPublished,r4,A,Helter Skelter,0,2,1,1000,113340,1:33:40,5620,9,0.845,0.855,
21/02/2015,PNR_asPublished,PNR_asPublished,r4,A,St Laurence,0,2,1,1000,110501,1:05:01,3901,1,1.029,,
21/02/2015,PNR_asPublished,PNR_asPublished,r4,A,Magic Trick,0,2,1,1000,,<dnc>,,,,,
21/02/2015,PNR_asPublished,PNR_asPublished,r4,A,Crusader,0,2,1,1000,,<dnc>,,,,,
21/02/2015,PNR_asPublished,PNR_asPublished,r4,B,Gucci,0,2,1,1110,114509,0:35:09,2109,3,0.748,0.745,0.963
21/02/2015,PNR_asPublished,PNR_asPublished,r4,B,Titus Canby,0,2,1,1110,114849,0:38:49,2329,8,0.686,0.69,
21/02/2015,PNR_asPublished,PNR_asPublished,r4,B,Prime Mover,0,2,1,1110,114513,0:35:13,2113,2,0.741,0.762,0.964
21/02/2015,PNR_asPublished,PNR_asPublished,r4,B,Flying Machine,0,2,1,1110,114514,0:35:14,2114,4,0.747,0.762,0.941
21/02/2015,PNR_asPublished,PNR_asPublished,r4,B,Whistler III,0,2,1,1110,114637,0:36:37,2197,5,0.719,0.737,0.95
21/02/2015,PNR_asPublished,PNR_asPublished,r4,B,Testarossa,0,2,1,1110,114500,0:35:00,2100,6,0.757,0.772,
21/02/2015,PNR_asPublished,PNR_asPublished,r4,B,Stepping Stone,0,2,1,1110,114600,0:36:00,2160,7,0.739,0.755,
21/02/2015,PNR_asPublished,PNR_asPublished,r4,B,After Midnight,0,2,1,1110,114847,0:38:47,2327,13,0.725,0.725,
21/02/2015,PNR_asPublished,PNR_asPublished,r4,B,Illusions,0,2,1,1110,115215,0:42:15,2535,11,0.65,0.675,0.918
21/02/2015,PNR_asPublished,PNR_asPublished,r4,B,White Cavalier,0,2,1,1110,115411,0:44:11,2651,1,0.56,0.65,
21/02/2015,PNR_asPublished,PNR_asPublished,r4,B,Incantare,0,2,1,1110,114954,0:39:54,2394,9,0.678,0.725,
