Date,Handicap,Series,Race,Div,Boat name,resetTCF,TCFalgo,Scoring,Elapsed time,ETsecs,corrSecs,refTime,RankAppld,Rank,rankDiff,PHRF,rankPHRF,IRC,rankIRC,TCFapplied,TCFactual,TCFdiff,TCFst,pctMvmt,TCFclmp,newTCF
22-Feb,PNR,PNR,r6,A,Magic Trick,0,2,1,1:12:33,4353,3817,3657,8,8,-,0.875,8,,,0.878,0.877,0.001,0.84,-4.22,0.851,0.868
22-Feb,PNR,PNR,r6,A,The Guarantee,0,2,1,1:21:43,4903,4138,3657,9,9,-,0.84,9,,,0.844,0.844,0,0.746,-11.61,0.819,0.837
22-Feb,PNR,PNR,r6,A,St Laurence,0,2,1,1:26:27,5187,5404,3657,10,10,-,,,,,1.054,1.042,0.012,0.705,-32.34,1.011,1.036
22-Feb,PNR,PNR,r6,B,CU,0,2,1,<dnc>,,,,,,,,,,,,,,,,,
22-Feb,PNR,PNR,r6,B,Tracer,0,2,1,<dnf>,,,,,,,,,,,,,,,,,
22-Feb,PNR,PNR,r6,B,Incantare,0,2,1,0:57:20,3440,2325,2508,1,1,-,0.725,3,,,0.668,0.676,-0.008,0.729,7.84,0.696,0.683
22-Feb,PNR,PNR,r6,B,Airship,0,2,1,0:50:54,3054,2330,2508,2,2,-,0.753,1,,,0.753,0.763,-0.01,0.821,7.6,0.786,0.768
22-Feb,PNR,PNR,r6,B,Brix,0,2,1,0:58:27,3507,2353,2508,3,3,-,0.725,6,,,0.663,0.671,-0.008,0.715,6.56,0.691,0.676
22-Feb,PNR,PNR,r6,B,White Cavalier,0,2,1,1:09:27,4167,2387,2508,4,4,-,0.65,13,,,0.573,0.573,0,0.602,5.06,0.59,0.58
22-Feb,PNR,PNR,r6,B,Synfinity,0,2,1,1:00:34,3634,2471,2508,8,5,No,0.72,9,,,0.682,0.68,0.002,0.69,1.47,0.69,0.681
22-Feb,PNR,PNR,r6,B,After Midnight,0,2,1,0:57:45,3465,2480,2508,6,6,-,0.725,4,,,0.708,0.716,-0.008,0.724,1.12,0.724,0.717
22-Feb,PNR,PNR,r6,B,Flying Machine,0,2,1,0:54:28,3268,2500,2508,5,7,No,0.762,2,0.941,1,0.75,0.765,-0.015,0.767,0.26,0.767,0.766
22-Feb,PNR,PNR,r6,B,Stepping Stone,0,2,1,0:55:32,3332,2508,2508,7,8,No,0.755,5,,,0.741,0.753,-0.012,0.753,0,0.753,0.753
22-Feb,PNR,PNR,r6,B,Illusions,0,2,1,1:05:17,3917,2546,2508,9,9,-,0.675,11,0.918,5,0.638,0.65,-0.012,0.64,-1.54,0.64,0.647
22-Feb,PNR,PNR,r6,B,Wiseguy,0,2,1,1:00:21,3621,2552,2508,10,10,-,0.725,10,,,0.698,0.705,-0.007,0.693,-1.7,0.693,0.702
22-Feb,PNR,PNR,r6,B,Testarossa,0,2,1,0:56:23,3383,2601,2508,11,11,-,0.772,8,,,0.755,0.769,-0.014,0.742,-3.51,0.746,0.763
22-Feb,PNR,PNR,r6,B,Gucci,0,2,1,0:57:34,3454,2649,2508,12,12,-,0.745,7,0.963,2,0.749,0.767,-0.018,0.726,-5.35,0.744,0.759
22-Feb,PNR,PNR,r6,B,Titus Canby,0,2,1,1:05:13,3913,2660,2508,13,13,-,0.69,12,,,0.675,0.68,-0.005,0.641,-5.74,0.66,0.674
22-Feb,PNR,PNR,r6,B,Prime Mover,0,2,1,1:00:02,3602,2697,2508,15,14,No,0.762,15,0.964,3,0.738,0.749,-0.011,0.697,-6.94,0.727,0.742
22-Feb,PNR,PNR,r6,B,Whistler III,0,2,1,1:01:17,3677,2713,2508,14,15,No,0.737,14,0.95,4,0.72,0.738,-0.018,0.682,-7.59,0.716,0.732
22-Feb,PNR,PNR,r6,B,Haumuri,0,2,1,1:16:08,4568,2855,2508,16,16,-,0.662,16,,,0.619,0.625,-0.006,0.549,-12.16,0.606,0.619
22-Feb,PNR,PNR,r7,A,Crusader,0,2,1,<dnc>,,,,,,,,,,,,,,,,,
22-Feb,PNR,PNR,r7,A,Helter Skelter,0,2,1,0:56:44,3404,2845,3011,1,1,-,0.855,2,,,0.838,0.836,0.002,0.885,5.86,0.861,0.844
22-Feb,PNR,PNR,r7,A,Black Diamond,0,2,1,0:59:38,3578,2873,3011,2,2,-,0.807,1,1.006,1,0.804,0.803,0.001,0.842,4.86,0.827,0.81
22-Feb,PNR,PNR,r7,A,The Guarantee,0,2,1,0:58:12,3492,2922,3011,3,3,-,0.84,3,5,4,0.838,0.837,0.001,0.862,2.99,0.862,0.843
22-Feb,PNR,PNR,r7,A,Revs,0,2,1,0:55:45,3345,3003,3011,5,4,No,0.9,6,,,0.905,0.898,0.007,0.9,0.22,0.9,0.9
22-Feb,PNR,PNR,r7,A,Jive Talkin,0,2,1,0:59:20,3560,3011,3011,4,5,No,0.857,7,,,0.846,0.846,0,0.846,0,0.846,0.846
22-Feb,PNR,PNR,r7,A,Wedgetail,0,2,1,0:52:43,3163,3030,3011,6,6,-,0.945,4,1.209,2,0.959,0.958,0.001,0.952,-0.63,0.952,0.956
22-Feb,PNR,PNR,r7,A,Magic Trick,0,2,1,0:58:12,3492,3031,3011,7,7,-,0.875,8,,,0.869,0.868,0.001,0.862,-0.69,0.862,0.864
22-Feb,PNR,PNR,r7,A,Satellite Spy,0,2,1,0:56:36,3396,3093,3011,8,8,-,0.885,5,,,0.905,0.911,-0.006,0.887,-2.63,0.887,0.904
22-Feb,PNR,PNR,r7,A,Blink,0,2,1,0:55:09,3309,3242,3011,9,9,-,0.96,9,1.362,3,0.972,0.98,-0.008,0.91,-7.14,0.951,0.969
22-Feb,PNR,PNR,r7,A,St Laurence,0,2,1,1:00:20,3620,3750,3011,10,10,-,,,,,1.048,1.036,0.012,0.832,-19.69,1.005,1.027
22-Feb,PNR,PNR,r7,B,CU,0,2,1,<dnc>,,,,,,,,,,,,,,,,,
22-Feb,PNR,PNR,r7,B,Brix,0,2,1,0:45:36,2736,1849,2009,1,1,-,0.725,2,,,0.668,0.676,-0.008,0.734,8.58,0.696,0.682
22-Feb,PNR,PNR,r7,B,Airship,0,2,1,0:41:20,2480,1904,2009,2,2,-,0.753,1,,,0.759,0.768,-0.009,0.81,5.47,0.791,0.773
22-Feb,PNR,PNR,r7,B,Tracer,0,2,1,0:57:35,3455,1914,2009,3,3,-,0.595,9,,,0.548,0.554,-0.006,0.581,4.87,0.571,0.559
22-Feb,PNR,PNR,r7,B,Titus Canby,0,2,1,0:48:05,2885,1944,2009,5,4,No,0.69,4,,,0.669,0.674,-0.005,0.697,3.41,0.694,0.679
22-Feb,PNR,PNR,r7,B,Testarossa,0,2,1,0:42:54,2574,1963,2009,4,5,No,0.772,3,,,0.749,0.763,-0.014,0.781,2.36,0.781,0.766
22-Feb,PNR,PNR,r7,B,White Cavalier,0,2,1,0:56:47,3407,1976,2009,8,6,No,0.65,16,,,0.58,0.58,0,0.59,1.72,0.59,0.585
22-Feb,PNR,PNR,r7,B,Synfinity,0,2,1,0:48:50,2930,1995,2009,11,7,No,0.72,10,,,0.677,0.681,-0.004,0.686,0.73,0.686,0.682
22-Feb,PNR,PNR,r7,B,Flying Machine,0,2,1,0:43:39,2619,2006,2009,6,8,No,0.762,5,0.941,1,0.75,0.766,-0.016,0.767,0.13,0.767,0.766
22-Feb,PNR,PNR,r7,B,After Midnight,0,2,1,0:46:43,2803,2009,2009,9,9,-,0.725,6,,,0.706,0.717,-0.011,0.717,0,0.717,0.715
22-Feb,PNR,PNR,r7,B,Whistler III,0,2,1,0:46:02,2762,2021,2009,7,10,No,0.737,7,0.95,2,0.713,0.732,-0.019,0.728,-0.55,0.728,0.731
22-Feb,PNR,PNR,r7,B,Illusions,0,2,1,0:52:06,3126,2022,2009,10,11,No,0.675,11,0.918,5,0.634,0.647,-0.013,0.643,-0.62,0.643,0.646
22-Feb,PNR,PNR,r7,B,Incantare,0,2,1,0:49:30,2970,2028,2009,12,12,-,0.725,13,,,0.673,0.683,-0.01,0.677,-0.88,0.677,0.683
22-Feb,PNR,PNR,r7,B,Gucci,0,2,1,0:45:43,2743,2081,2009,13,13,-,0.745,8,0.963,3,0.741,0.759,-0.018,0.733,-3.43,0.736,0.752
22-Feb,PNR,PNR,r7,B,Prime Mover,0,2,1,0:47:36,2856,2119,2009,15,14,No,0.762,14,0.964,4,0.731,0.742,-0.011,0.703,-5.26,0.72,0.734
22-Feb,PNR,PNR,r7,B,Stepping Stone,0,2,1,0:47:03,2823,2125,2009,14,15,No,0.755,12,,,0.738,0.753,-0.015,0.712,-5.44,0.73,0.745
22-Feb,PNR,PNR,r7,B,Wiseguy,0,2,1,0:50:35,3035,2130,2009,16,16,-,0.725,15,,,0.691,0.702,-0.011,0.662,-5.7,0.681,0.696
22-Feb,PNR,PNR,r7,B,Haumuri,0,2,1,0:58:13,3493,2162,2009,17,17,-,0.662,17,,,0.611,0.619,-0.008,0.575,-7.11,0.6,0.614
22-Feb,PNR,PNR,r8,A,Crusader,0,2,1,<dnc>,,,,,,,,,,,,,,,,,
22-Feb,PNR,PNR,r8,A,Black Diamond,0,2,1,0:48:19,2899,2348,2415,1,1,-,0.807,1,1.006,1,0.81,0.81,0,0.833,2.84,0.833,0.818
22-Feb,PNR,PNR,r8,A,Jive Talkin,0,2,1,0:47:08,2828,2392,2415,2,2,-,0.857,6,,,0.847,0.846,0.001,0.854,0.95,0.854,0.85
22-Feb,PNR,PNR,r8,A,Satellite Spy,0,2,1,0:44:19,2659,2403,2415,3,3,-,0.885,2,,,0.901,0.904,-0.003,0.909,0.55,0.909,0.904
22-Feb,PNR,PNR,r8,A,Helter Skelter,0,2,1,0:47:40,2860,2413,2415,5,4,No,0.855,8,,,0.845,0.844,0.001,0.845,0.12,0.845,0.846
22-Feb,PNR,PNR,r8,A,Wedgetail,0,2,1,0:42:07,2527,2415,2415,6,5,No,0.945,3,5,3,0.958,0.956,0.002,0.956,0,0.956,0.954
22-Feb,PNR,PNR,r8,A,Revs,0,2,1,0:44:47,2687,2418,2415,7,6,No,0.9,5,,,0.907,0.9,0.007,0.899,-0.11,0.899,0.901
22-Feb,PNR,PNR,r8,A,Blink,0,2,1,0:41:51,2511,2433,2415,4,7,No,0.96,4,1.362,2,0.962,0.969,-0.007,0.962,-0.72,0.962,0.967
22-Feb,PNR,PNR,r8,A,The Guarantee,0,2,1,0:48:26,2906,2449,2415,8,8,-,0.84,7,,,0.844,0.843,0.001,0.831,-1.42,0.831,0.838
22-Feb,PNR,PNR,r8,A,Magic Trick,0,2,1,0:47:19,2839,2452,2415,9,9,-,0.875,9,,,0.866,0.864,0.002,0.851,-1.5,0.851,0.859
22-Feb,PNR,PNR,r8,A,St Laurence,0,2,1,0:51:06,3066,3148,2415,10,10,-,,,,,1.04,1.027,0.013,0.788,-23.27,0.996,1.016
22-Feb,PNR,PNR,r8,B,CU,0,2,1,<dnc>,,,,,,,,,,,,,,,,,
22-Feb,PNR,PNR,r8,B,Airship,0,2,1,0:33:42,2022,1563,1625,1,1,-,0.753,1,,,0.763,0.773,-0.01,0.804,4.01,0.796,0.782
22-Feb,PNR,PNR,r8,B,Incantare,0,2,1,0:38:34,2314,1580,1625,2,2,-,0.725,8,,,0.668,0.683,-0.015,0.702,2.78,0.702,0.688
22-Feb,PNR,PNR,r8,B,After Midnight,0,2,1,0:36:54,2214,1583,1625,4,3,No,0.725,3,,,0.7,0.715,-0.015,0.734,2.66,0.734,0.721
22-Feb,PNR,PNR,r8,B,Illusions,0,2,1,0:41:07,2467,1593,1625,3,4,No,0.675,6,0.918,5,0.628,0.646,-0.018,0.659,2.01,0.659,0.648
22-Feb,PNR,PNR,r8,B,Gucci,0,2,1,0:35:20,2120,1594,1625,5,5,-,0.745,2,0.963,1,0.734,0.752,-0.018,0.767,1.99,0.767,0.755
22-Feb,PNR,PNR,r8,B,Titus Canby,0,2,1,0:39:19,2359,1601,1625,6,6,-,0.69,4,,,0.668,0.679,-0.011,0.689,1.47,0.689,0.682
22-Feb,PNR,PNR,r8,B,White Cavalier,0,2,1,0:45:54,2754,1611,1625,8,7,No,0.65,17,,,0.577,0.585,-0.008,0.59,0.85,0.59,0.588
22-Feb,PNR,PNR,r8,B,Tracer,0,2,1,0:48:14,2894,1617,1625,7,8,No,0.595,12,,,0.549,0.559,-0.01,0.562,0.54,0.562,0.56
22-Feb,PNR,PNR,r8,B,Haumuri,0,2,1,0:44:07,2647,1625,1625,9,9.5,No,0.662,15,,,0.606,0.614,-0.008,0.614,0,0.614,0.613
22-Feb,PNR,PNR,r8,B,Brix,0,2,1,0:39:44,2384,1625,1625,10,9.5,No,0.725,14,,,0.674,0.682,-0.008,0.682,0,0.682,0.682
22-Feb,PNR,PNR,r8,B,Synfinity,0,2,1,0:39:58,2398,1635,1625,11,11,-,0.72,13,,,0.672,0.682,-0.01,0.678,-0.59,0.678,0.681
22-Feb,PNR,PNR,r8,B,Stepping Stone,0,2,1,0:36:50,2210,1646,1625,12,12.5,No,0.755,7,,,0.731,0.745,-0.014,0.735,-1.34,0.735,0.741
22-Feb,PNR,PNR,r8,B,Wiseguy,0,2,1,0:39:26,2366,1646,1625,13,12.5,No,0.725,11,,,0.683,0.696,-0.013,0.687,-1.29,0.687,0.692
22-Feb,PNR,PNR,r8,B,Whistler III,0,2,1,0:38:00,2280,1666,1625,14,14,-,0.737,9,0.95,3,0.71,0.731,-0.021,0.713,-2.46,0.713,0.725
22-Feb,PNR,PNR,r8,B,Flying Machine,0,2,1,0:36:17,2177,1667,1625,15,15,-,0.762,5,0.941,2,0.744,0.766,-0.022,0.747,-2.48,0.747,0.761
22-Feb,PNR,PNR,r8,B,Testarossa,0,2,1,0:36:40,2200,1685,1625,16,16,-,0.772,10,,,0.747,0.766,-0.019,0.739,-3.52,0.743,0.759
22-Feb,PNR,PNR,r8,B,Prime Mover,0,2,1,0:38:20,2300,1688,1625,17,17,-,0.762,16,0.964,4,0.723,0.734,-0.011,0.707,-3.68,0.712,0.726
