Date,Handicap,Series,Race,Div,Boat name,resetTCF,TCFalgo,Scoring,Elapsed time,ETsecs,corrSecs,refTime,RankAppld,Rank,rankDiff,PHRF,rankPHRF,IRC,rankIRC,TCFapplied,TCFactual,TCFdiff,TCFst,pctMvmt,TCFclmp,newTCF
21-Feb,PNR,PNR,r5,B,Haumuri,0,2,1,0:47:59,2879,1784,1889,8,2,No,0.662,4,,,0.614,0.62,-0.006,0.656,5.81,0.639,0.625
21-Feb,PNR,PNR,r5,B,Tracer,0,2,1,0:55:34,3334,1830,1889,3,3,-,0.595,10,,,0.545,0.549,-0.004,0.567,3.28,0.565,0.554
21-Feb,PNR,PNR,r5,B,Whistler III,0,2,1,0:42:18,2538,1865,1889,4,4,-,0.737,2,0.95,3,0.725,0.735,-0.01,0.744,1.22,0.744,0.738
21-Feb,PNR,PNR,r5,B,Gucci,0,2,1,0:40:56,2456,1878,1889,5,5,-,0.745,1,0.963,2,0.753,0.765,-0.012,0.769,0.52,0.769,0.767
21-Feb,PNR,PNR,r5,B,Flying Machine,0,2,1,0:41:11,2471,1882,1889,6,6,-,0.762,3,0.941,1,0.754,0.762,-0.008,0.765,0.39,0.765,0.765
21-Feb,PNR,PNR,r5,B,Illusions,0,2,1,0:48:23,2903,1889,1889,7,7,-,0.675,8,0.918,5,0.645,0.651,-0.006,0.651,0,0.651,0.65
21-Feb,PNR,PNR,r5,B,Incantare,0,2,1,0:46:56,2816,1912,1889,9,8,No,0.725,13,,,0.675,0.679,-0.004,0.671,-1.18,0.671,0.676
21-Feb,PNR,PNR,r5,B,Testarossa,0,2,1,0:41:29,2489,1919,1889,8,9,No,0.772,6,,,0.761,0.771,-0.01,0.759,-1.56,0.759,0.769
21-Feb,PNR,PNR,r5,B,Titus Canby,0,2,1,0:47:00,2820,1937,1889,11,10,No,0.69,7,,,0.683,0.687,-0.004,0.67,-2.47,0.67,0.68
21-Feb,PNR,PNR,r5,B,Prime Mover,0,2,1,0:43:00,2580,1950,1889,10,11,No,0.762,9,0.964,4,0.745,0.756,-0.011,0.732,-3.17,0.733,0.749
21-Feb,PNR,PNR,r5,B,Airship,0,2,1,0:42:22,2542,1962,1889,12,12,-,0.753,5,,,0.764,0.772,-0.008,0.743,-3.76,0.749,0.763
21-Feb,PNR,PNR,r5,B,After Midnight,0,2,1,0:46:06,2766,2005,1889,13,13,-,0.725,11,,,0.718,0.725,-0.007,0.683,-5.79,0.703,0.716
21-Feb,PNR,PNR,r5,B,Synfinity,0,2,1,0:51:00,3060,2108,1889,14,14,-,0.72,14,,,0.69,0.689,0.001,0.617,-10.45,0.668,0.68
22-Feb,PNR,PNR,r6,A,Crusader,0,2,1,<dnc>,,,,,,,,,,,,,,,,,
22-Feb,PNR,PNR,r6,A,Jive Talkin,0,2,1,1:08:43,4123,3467,3657,1,1,-,0.857,1,,,0.838,0.841,-0.003,0.887,5.47,0.866,0.846
22-Feb,PNR,PNR,r6,A,Revs,0,2,1,1:06:35,3995,3555,3657,3,2,No,0.9,3,5,4,0.899,0.89,0.009,0.916,2.92,0.916,0.898
22-Feb,PNR,PNR,r6,A,Black Diamond,0,2,1,1:14:20,4460,3559,3657,2,3,No,0.807,4,1.006,1,0.797,0.798,-0.001,0.82,2.76,0.82,0.803
22-Feb,PNR,PNR,r6,A,Satellite Spy,0,2,1,1:06:47,4007,3638,3657,4,4,-,0.885,2,,,0.903,0.908,-0.005,0.913,0.55,0.913,0.911
22-Feb,PNR,PNR,r6,A,Helter Skelter,0,2,1,1:12:45,4365,3657,3657,5,5,-,0.855,7,,,0.839,0.838,0.001,0.838,0,0.838,0.836
22-Feb,PNR,PNR,r6,A,Wedgetail,0,2,1,1:04:09,3849,3695,3657,6,6,-,0.945,5,1.209,2,0.96,0.96,0,0.95,-1.04,0.95,0.958
22-Feb,PNR,PNR,r6,A,Blink,0,2,1,1:04:19,3859,3812,3657,7,7,-,0.96,6,1.362,3,0.982,0.988,-0.006,0.948,-4.05,0.958,0.98
