Date,Handicap,Series,Race,Div,Boat name,resetTCF,TCFalgo,Scoring,Elapsed time,ETsecs,corrSecs,refTime,RankAppld,Rank,rankDiff,PHRF,rankPHRF,IRC,rankIRC,TCFapplied,TCFactual,TCFdiff,TCFst,pctMvmt,TCFclmp,newTCF
21 Feb,PNR,PNR,r4,A,Revs,0,2,1,1:23:16,4996.0,4436.0,4471.0,3.0,3.0,-,0.9,4.0,,,0.882,0.888,-0.006,0.895,0.79,0.895,0.89
21 Feb,PNR,PNR,r4,A,Blink,0,2,1,1:15:23,4523.0,4464.0,4471.0,5.0,4.0,No,0.96,1.0,1.3619999999999999,3.0,0.981,0.987,-0.006,0.989,0.2,0.989,0.988
21 Feb,PNR,PNR,r4,A,Wedgetail,0,2,1,1:17:43,4663.0,4471.0,4471.0,4.0,5.0,No,0.945,3.0,1.209,1.0,0.951,0.959,-0.008,0.959,0.0,0.959,0.96
21 Feb,PNR,PNR,r4,A,The Guarantee,0,2,1,1:29:14,5354.0,4534.0,4471.0,6.0,6.0,-,0.84,5.0,,,0.841,0.847,-0.006,0.835,-1.42,0.835,0.844
21 Feb,PNR,PNR,r4,A,Black Diamond,0,2,1,1:34:32,5672.0,4554.0,4471.0,7.0,7.0,-,0.807,6.0,1.006,2.0,0.7979999999999999,0.803,-0.005,0.788,-1.87,0.788,0.798
21 Feb,PNR,PNR,r4,A,Jive Talkin,0,2,1,1:29:52,5392.0,4577.0,4471.0,8.0,8.0,-,0.857,7.0,,,0.848,0.849,-0.001,0.829,-2.36,0.829,0.841
21 Feb,PNR,PNR,r4,A,Helter Skelter,0,2,1,1:33:40,5620.0,4754.0,4471.0,9.0,9.0,-,0.855,8.0,,,0.845,0.846,-0.001,0.796,-5.91,0.821,0.838
21 Feb,PNR,PNR,r4,B,Wiseguy,0,2,1,<dnc>,,,,,,,,,,,,,,,,,
21 Feb,PNR,PNR,r4,B,White Cavalier,0,2,1,0:44:11,2651.0,1484.0,1626.0,1.0,1.0,-,0.65,10.0,,,0.56,0.56,0.0,0.614,9.64,0.577,0.566
21 Feb,PNR,PNR,r4,B,Prime Mover,0,2,1,0:35:13,2113.0,1588.0,1626.0,2.0,2.0,-,0.762,3.0,0.9640000000000001,3.0,0.741,0.752,-0.011,0.77,2.39,0.77,0.756
